protocol,seed,depth,gradient_norm,direct_loss_drop,shuffled_loss_drop,existing_cosine,oracle_cosine,existing_sign_agreement,oracle_sign_agreement
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,d6753df03e0d7c14,6,4.048621655,0.017246962,-0.003966091,0.551049232,0.902853787,0.604736328,0.951904297
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,742cb73bbfd3f82b,6,4.057548523,0.017207732,-0.003907463,0.545753062,0.904985428,0.609375000,0.943359375
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,92e429653c98743e,6,4.015536308,0.017115597,-0.003744988,0.568872035,0.907320499,0.608398438,0.947753906
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,309fa2acbc6ef055,6,4.020617008,0.017086787,-0.004632514,0.564616382,0.899090171,0.582275391,0.935302734
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,5f5724d63d336c68,6,4.100381851,0.017698500,-0.004596916,0.565527201,0.917035937,0.609619141,0.932373047
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,fd0e9e11baf9e87f,6,4.154550076,0.017982600,-0.004140551,0.539718509,0.895975232,0.602050781,0.924316406
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,1bc6105b3a4e6492,6,4.105332851,0.017660864,-0.004724400,0.548536122,0.890805483,0.578857422,0.927490234
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,b9f98982bb14e0a9,6,3.917477369,0.016219495,-0.004196136,0.591249526,0.898454189,0.620361328,0.945556641
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,c7b103cc38d95cbc,6,3.963408232,0.016436320,-0.004399342,0.569301724,0.908902049,0.622558594,0.950195312
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,66688577b9afd8d3,6,3.856816053,0.015769821,-0.003779875,0.601628959,0.887849212,0.633056641,0.944091797
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,84207eb1397454e6,6,3.956179380,0.016927917,-0.003711263,0.595927536,0.915724039,0.616210938,0.935546875
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,22dbf0f8b63ad0fd,6,4.084356308,0.017709840,-0.004229694,0.569956601,0.924764693,0.628173828,0.940673828
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,40936a22378f4d10,6,4.126859188,0.017785052,-0.004945153,0.539089322,0.887434602,0.608154297,0.923095703
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,ef4aec6db755c927,6,4.106100559,0.017954189,-0.003780983,0.574711382,0.906025529,0.627197266,0.929931641
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,0d026597341a453a,6,3.978420973,0.016692758,-0.003751609,0.571005642,0.895283580,0.613037109,0.934814453
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,ab35dfdeb5e0c151,6,3.968447924,0.016551275,-0.004263336,0.557358146,0.893542707,0.579833984,0.934326172
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,c9ed511832b53d64,6,3.783811092,0.015091058,-0.003712323,0.590055466,0.910121500,0.627685547,0.953369141
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,57a4cb43b27bb97b,6,3.911945820,0.016188376,-0.003834376,0.582838297,0.913823843,0.594726562,0.933593750
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,f65c4c8d33c0358e,6,4.149489403,0.018326908,-0.004799886,0.565857828,0.903007030,0.612548828,0.926025391
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,1417c634b096b1a5,6,4.061379433,0.017199639,-0.003919129,0.556667924,0.882345319,0.631591797,0.936279297
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,d6753df03e0d7c14,7,4.773178577,0.023749284,-0.006751255,0.563336909,0.904792666,0.620361328,0.942138672
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,742cb73bbfd3f82b,7,4.509599686,0.021308633,-0.005468306,0.579850018,0.884942949,0.611083984,0.946044922
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,92e429653c98743e,7,4.738959789,0.023504376,-0.006614564,0.553899109,0.916380227,0.615478516,0.959228516
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,309fa2acbc6ef055,7,4.732715607,0.023281984,-0.006202910,0.541593194,0.920232177,0.574218750,0.952148438
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,5f5724d63d336c68,7,4.897740364,0.024917483,-0.006593749,0.541119337,0.902560592,0.624267578,0.938232422
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,fd0e9e11baf9e87f,7,4.630743980,0.022465317,-0.006056393,0.563322902,0.898255765,0.606201172,0.947509766
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,1bc6105b3a4e6492,7,4.658042908,0.022749200,-0.005093588,0.567591310,0.919173539,0.593017578,0.950927734
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,b9f98982bb14e0a9,7,4.566214085,0.021794435,-0.005321838,0.573094487,0.901867211,0.617675781,0.961914062
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,c7b103cc38d95cbc,7,4.639498234,0.022414278,-0.005700827,0.570586026,0.906552136,0.625488281,0.954589844
