protocol,seed,depth,budget,learning_rate,arm,accuracy,test_weights_unchanged
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,3,60,0.01500000,direct-terminal,0.33750001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,3,60,0.03500000,existing-post-synaptic,0.34375000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,3,60,0.03500000,least-squares-post-synaptic,0.43125001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,3,60,0.03500000,direct-terminal,0.45625001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,3,60,0.03500000,existing-post-synaptic,0.41874999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,3,60,0.03500000,least-squares-post-synaptic,0.43750000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,3,60,0.03500000,direct-terminal,0.50625002,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,3,60,0.03500000,existing-post-synaptic,0.33750001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,3,60,0.03500000,least-squares-post-synaptic,0.40625000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,3,60,0.03500000,direct-terminal,0.40625000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,3,240,0.01500000,existing-post-synaptic,0.34375000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,3,240,0.01500000,least-squares-post-synaptic,0.44999999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,3,240,0.01500000,direct-terminal,0.48750001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,3,240,0.01500000,existing-post-synaptic,0.41874999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,3,240,0.01500000,least-squares-post-synaptic,0.46250001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,3,240,0.01500000,direct-terminal,0.50625002,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,3,240,0.01500000,existing-post-synaptic,0.33750001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,3,240,0.01500000,least-squares-post-synaptic,0.48124999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,3,240,0.01500000,direct-terminal,0.48124999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,3,240,0.03500000,existing-post-synaptic,0.34375000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,3,240,0.03500000,least-squares-post-synaptic,0.56250000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,3,240,0.03500000,direct-terminal,0.69999999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,3,240,0.03500000,existing-post-synaptic,0.41874999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,3,240,0.03500000,least-squares-post-synaptic,0.63125002,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,3,240,0.03500000,direct-terminal,0.70625001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,3,240,0.03500000,existing-post-synaptic,0.33750001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,3,240,0.03500000,least-squares-post-synaptic,0.63749999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,3,240,0.03500000,direct-terminal,0.69999999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,4,60,0.01500000,existing-post-synaptic,0.31250000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,4,60,0.01500000,least-squares-post-synaptic,0.29374999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,4,60,0.01500000,direct-terminal,0.28749999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,4,60,0.01500000,existing-post-synaptic,0.30000001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,4,60,0.01500000,least-squares-post-synaptic,0.30000001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,4,60,0.01500000,direct-terminal,0.25624999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,4,60,0.01500000,existing-post-synaptic,0.25000000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,4,60,0.01500000,least-squares-post-synaptic,0.25000000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,4,60,0.01500000,direct-terminal,0.25000000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,4,60,0.03500000,existing-post-synaptic,0.31250000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,4,60,0.03500000,least-squares-post-synaptic,0.31874999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,4,60,0.03500000,direct-terminal,0.34999999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,4,60,0.03500000,existing-post-synaptic,0.30000001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,4,60,0.03500000,least-squares-post-synaptic,0.41249999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,4,60,0.03500000,direct-terminal,0.43125001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,4,60,0.03500000,existing-post-synaptic,0.25000000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,4,60,0.03500000,least-squares-post-synaptic,0.22499999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,4,60,0.03500000,direct-terminal,0.21875000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,4,240,0.01500000,existing-post-synaptic,0.31250000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,4,240,0.01500000,least-squares-post-synaptic,0.31250000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,4,240,0.01500000,direct-terminal,0.32499999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,4,240,0.01500000,existing-post-synaptic,0.30000001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,4,240,0.01500000,least-squares-post-synaptic,0.40625000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,4,240,0.01500000,direct-terminal,0.44374999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,4,240,0.01500000,existing-post-synaptic,0.25000000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,4,240,0.01500000,least-squares-post-synaptic,0.27500001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,4,240,0.01500000,direct-terminal,0.34999999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,4,240,0.03500000,existing-post-synaptic,0.30625001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,4,240,0.03500000,least-squares-post-synaptic,0.35624999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,4,240,0.03500000,direct-terminal,0.41874999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,4,240,0.03500000,existing-post-synaptic,0.33750001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,4,240,0.03500000,least-squares-post-synaptic,0.55624998,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,4,240,0.03500000,direct-terminal,0.50000000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,4,240,0.03500000,existing-post-synaptic,0.26249999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,4,240,0.03500000,least-squares-post-synaptic,0.33750001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,4,240,0.03500000,direct-terminal,0.44999999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,5,60,0.01500000,existing-post-synaptic,0.18125001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,5,60,0.01500000,least-squares-post-synaptic,0.20000000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,5,60,0.01500000,direct-terminal,0.21875000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,5,60,0.01500000,existing-post-synaptic,0.15625000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,5,60,0.01500000,least-squares-post-synaptic,0.17500000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,5,60,0.01500000,direct-terminal,0.15625000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,5,60,0.01500000,existing-post-synaptic,0.15625000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,5,60,0.01500000,least-squares-post-synaptic,0.15625000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,5,60,0.01500000,direct-terminal,0.15625000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,5,60,0.03500000,existing-post-synaptic,0.18125001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,5,60,0.03500000,least-squares-post-synaptic,0.20000000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,5,60,0.03500000,direct-terminal,0.25000000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,5,60,0.03500000,existing-post-synaptic,0.15625000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,5,60,0.03500000,least-squares-post-synaptic,0.20000000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,5,60,0.03500000,direct-terminal,0.21250001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,5,60,0.03500000,existing-post-synaptic,0.15625000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,5,60,0.03500000,least-squares-post-synaptic,0.15625000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,5,60,0.03500000,direct-terminal,0.15625000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,5,240,0.01500000,existing-post-synaptic,0.18125001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,5,240,0.01500000,least-squares-post-synaptic,0.18125001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,5,240,0.01500000,direct-terminal,0.16249999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,5,240,0.01500000,existing-post-synaptic,0.15625000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,5,240,0.01500000,least-squares-post-synaptic,0.23125000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,5,240,0.01500000,direct-terminal,0.19374999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,5,240,0.01500000,existing-post-synaptic,0.15625000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,5,240,0.01500000,least-squares-post-synaptic,0.21875000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,5,240,0.01500000,direct-terminal,0.26875001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,5,240,0.03500000,existing-post-synaptic,0.18125001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,5,240,0.03500000,least-squares-post-synaptic,0.23125000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,5,240,0.03500000,direct-terminal,0.21875000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,5,240,0.03500000,existing-post-synaptic,0.18125001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,5,240,0.03500000,least-squares-post-synaptic,0.23125000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,5,240,0.03500000,direct-terminal,0.26875001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,5,240,0.03500000,existing-post-synaptic,0.15625000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,5,240,0.03500000,least-squares-post-synaptic,0.26875001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,5,240,0.03500000,direct-terminal,0.26249999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,6,60,0.01500000,existing-post-synaptic,0.34999999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,6,60,0.01500000,least-squares-post-synaptic,0.31250000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,6,60,0.01500000,direct-terminal,0.33750001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,6,60,0.01500000,existing-post-synaptic,0.31250000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,6,60,0.01500000,least-squares-post-synaptic,0.31250000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,6,60,0.01500000,direct-terminal,0.31874999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,6,60,0.01500000,existing-post-synaptic,0.25000000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,6,60,0.01500000,least-squares-post-synaptic,0.22499999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,6,60,0.01500000,direct-terminal,0.23125000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,6,60,0.03500000,existing-post-synaptic,0.30625001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,6,60,0.03500000,least-squares-post-synaptic,0.26875001,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,d6753df03e0d7c14,6,60,0.03500000,direct-terminal,0.29374999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,6,60,0.03500000,existing-post-synaptic,0.31250000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,6,60,0.03500000,least-squares-post-synaptic,0.31250000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,742cb73bbfd3f82b,6,60,0.03500000,direct-terminal,0.31874999,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,6,60,0.03500000,existing-post-synaptic,0.21875000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,6,60,0.03500000,least-squares-post-synaptic,0.21875000,true
binn-hybrid-diagnostic-v1-4cb61b5dabf3fec8,92e429653c98743e,6,60,0.03500000,direct-terminal,0.24375001,true
