variant,n_states,connectivity,seed,depth,budget,learning_rate,temperature,arm,accuracy,measured_nnz,test_weights_unchanged
baseline-dense-d1-8-s4,4,dense,8371261729603450923,1,960,0.070000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,1,960,0.070000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,1,960,0.070000,soft,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,1,960,0.070000,2.0000,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,1,960,0.070000,1.0000,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,1,960,0.070000,hard,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,1,960,0.070000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,1,960,0.070000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,1,960,0.070000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,1,960,0.070000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,1,960,0.070000,soft,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,1,960,0.070000,2.0000,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,1,960,0.070000,1.0000,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,1,960,0.070000,hard,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,1,960,0.070000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,1,960,0.070000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,1,960,0.070000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,1,960,0.070000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,1,960,0.070000,soft,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,1,960,0.070000,2.0000,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,1,960,0.070000,1.0000,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,1,960,0.070000,hard,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,1,960,0.070000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,1,960,0.070000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,1,960,0.070000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,1,960,0.070000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,1,960,0.070000,soft,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,1,960,0.070000,2.0000,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,1,960,0.070000,1.0000,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,1,960,0.070000,hard,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,1,960,0.070000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,1,960,0.070000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,1,960,0.070000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,1,960,0.070000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,1,960,0.070000,soft,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,1,960,0.070000,2.0000,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,1,960,0.070000,1.0000,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,1,960,0.070000,hard,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,1,960,0.070000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,1,960,0.070000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,1,960,0.070000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,1,960,0.070000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,1,960,0.070000,soft,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,1,960,0.070000,2.0000,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,1,960,0.070000,1.0000,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,1,960,0.070000,hard,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,13400896689310720169,1,960,0.070000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,13400896689310720169,1,960,0.070000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,13400896689310720169,1,960,0.070000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,13400896689310720169,1,960,0.070000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,13400896689310720169,1,960,0.070000,soft,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,13400896689310720169,1,960,0.070000,2.0000,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,13400896689310720169,1,960,0.070000,1.0000,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,13400896689310720169,1,960,0.070000,hard,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,15453320347936062484,2,960,0.035000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,15453320347936062484,2,960,0.035000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,15453320347936062484,2,960,0.035000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,15453320347936062484,2,960,0.035000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,15453320347936062484,2,960,0.035000,soft,shuffled-label,0.060000,32,true
baseline-dense-d1-8-s4,4,dense,15453320347936062484,2,960,0.035000,2.0000,shuffled-label,0.122500,32,true
baseline-dense-d1-8-s4,4,dense,15453320347936062484,2,960,0.035000,1.0000,shuffled-label,0.122500,32,true
baseline-dense-d1-8-s4,4,dense,15453320347936062484,2,960,0.035000,hard,shuffled-label,0.122500,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,2,960,0.035000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,2,960,0.035000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,2,960,0.035000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,2,960,0.035000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,2,960,0.035000,soft,shuffled-label,0.082500,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,2,960,0.035000,2.0000,shuffled-label,0.192500,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,2,960,0.035000,1.0000,shuffled-label,0.192500,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,2,960,0.035000,hard,shuffled-label,0.110000,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,2,960,0.035000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,2,960,0.035000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,2,960,0.035000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,2,960,0.035000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,2,960,0.035000,soft,shuffled-label,0.052500,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,2,960,0.035000,2.0000,shuffled-label,0.292500,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,2,960,0.035000,1.0000,shuffled-label,0.292500,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,2,960,0.035000,hard,shuffled-label,0.152500,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,2,960,0.035000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,2,960,0.035000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,2,960,0.035000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,2,960,0.035000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,2,960,0.035000,soft,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,2,960,0.035000,2.0000,shuffled-label,0.270000,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,2,960,0.035000,1.0000,shuffled-label,0.212500,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,2,960,0.035000,hard,shuffled-label,0.252500,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,2,960,0.035000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,2,960,0.035000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,2,960,0.035000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,2,960,0.035000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,2,960,0.035000,soft,shuffled-label,0.055000,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,2,960,0.035000,2.0000,shuffled-label,0.055000,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,2,960,0.035000,1.0000,shuffled-label,0.110000,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,2,960,0.035000,hard,shuffled-label,0.127500,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,2,960,0.035000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,2,960,0.035000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,2,960,0.035000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,2,960,0.035000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,2,960,0.035000,soft,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,2,960,0.035000,2.0000,shuffled-label,0.315000,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,2,960,0.035000,1.0000,shuffled-label,0.315000,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,2,960,0.035000,hard,shuffled-label,0.162500,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,2,960,0.035000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,2,960,0.035000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,2,960,0.035000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,2,960,0.035000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,2,960,0.035000,soft,shuffled-label,0.077500,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,2,960,0.035000,2.0000,shuffled-label,0.212500,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,2,960,0.035000,1.0000,shuffled-label,0.212500,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,2,960,0.035000,hard,shuffled-label,0.112500,32,true
baseline-dense-d1-8-s4,4,dense,13400896689310720169,2,960,0.035000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,13400896689310720169,2,960,0.035000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,13400896689310720169,2,960,0.035000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,13400896689310720169,2,960,0.035000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,13400896689310720169,2,960,0.035000,soft,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,13400896689310720169,2,960,0.035000,2.0000,shuffled-label,0.287500,32,true
baseline-dense-d1-8-s4,4,dense,13400896689310720169,2,960,0.035000,1.0000,shuffled-label,0.077500,32,true
baseline-dense-d1-8-s4,4,dense,13400896689310720169,2,960,0.035000,hard,shuffled-label,0.312500,32,true
baseline-dense-d1-8-s4,4,dense,15453320347936062484,2,960,0.070000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,15453320347936062484,2,960,0.070000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,15453320347936062484,2,960,0.070000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,15453320347936062484,2,960,0.070000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,15453320347936062484,2,960,0.070000,soft,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,15453320347936062484,2,960,0.070000,2.0000,shuffled-label,0.182500,32,true
baseline-dense-d1-8-s4,4,dense,15453320347936062484,2,960,0.070000,1.0000,shuffled-label,0.312500,32,true
baseline-dense-d1-8-s4,4,dense,15453320347936062484,2,960,0.070000,hard,shuffled-label,0.252500,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,2,960,0.070000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,2,960,0.070000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,2,960,0.070000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,2,960,0.070000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,2,960,0.070000,soft,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,2,960,0.070000,2.0000,shuffled-label,0.245000,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,2,960,0.070000,1.0000,shuffled-label,0.257500,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,2,960,0.070000,hard,shuffled-label,0.252500,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,2,960,0.070000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,2,960,0.070000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,2,960,0.070000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,2,960,0.070000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,2,960,0.070000,soft,shuffled-label,0.052500,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,2,960,0.070000,2.0000,shuffled-label,0.292500,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,2,960,0.070000,1.0000,shuffled-label,0.197500,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,2,960,0.070000,hard,shuffled-label,0.032500,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,2,960,0.070000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,2,960,0.070000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,2,960,0.070000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,2,960,0.070000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,2,960,0.070000,soft,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,2,960,0.070000,2.0000,shuffled-label,0.232500,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,2,960,0.070000,1.0000,shuffled-label,0.252500,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,2,960,0.070000,hard,shuffled-label,0.252500,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,2,960,0.070000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,2,960,0.070000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,2,960,0.070000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,2,960,0.070000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,2,960,0.070000,soft,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,2,960,0.070000,2.0000,shuffled-label,0.280000,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,2,960,0.070000,1.0000,shuffled-label,0.150000,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,2,960,0.070000,hard,shuffled-label,0.222500,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,2,960,0.070000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,2,960,0.070000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,2,960,0.070000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,2,960,0.070000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,2,960,0.070000,soft,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,2,960,0.070000,2.0000,shuffled-label,0.185000,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,2,960,0.070000,1.0000,shuffled-label,0.185000,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,2,960,0.070000,hard,shuffled-label,0.162500,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,2,960,0.070000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,2,960,0.070000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,2,960,0.070000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,2,960,0.070000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,2,960,0.070000,soft,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,2,960,0.070000,2.0000,shuffled-label,0.275000,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,2,960,0.070000,1.0000,shuffled-label,0.212500,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,2,960,0.070000,hard,shuffled-label,0.130000,32,true
baseline-dense-d1-8-s4,4,dense,13400896689310720169,2,960,0.070000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,13400896689310720169,2,960,0.070000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,13400896689310720169,2,960,0.070000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,13400896689310720169,2,960,0.070000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,13400896689310720169,2,960,0.070000,soft,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,13400896689310720169,2,960,0.070000,2.0000,shuffled-label,0.227500,32,true
baseline-dense-d1-8-s4,4,dense,13400896689310720169,2,960,0.070000,1.0000,shuffled-label,0.155000,32,true
baseline-dense-d1-8-s4,4,dense,13400896689310720169,2,960,0.070000,hard,shuffled-label,0.130000,32,true
baseline-dense-d1-8-s4,4,dense,15453320347936062484,3,960,0.035000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,15453320347936062484,3,960,0.035000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,15453320347936062484,3,960,0.035000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,15453320347936062484,3,960,0.035000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,15453320347936062484,3,960,0.035000,soft,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,15453320347936062484,3,960,0.035000,2.0000,shuffled-label,0.245000,32,true
baseline-dense-d1-8-s4,4,dense,15453320347936062484,3,960,0.035000,1.0000,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,15453320347936062484,3,960,0.035000,hard,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,3,960,0.035000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,3,960,0.035000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,3,960,0.035000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,3,960,0.035000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,3,960,0.035000,soft,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,3,960,0.035000,2.0000,shuffled-label,0.085000,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,3,960,0.035000,1.0000,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,8371261729603450923,3,960,0.035000,hard,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,3,960,0.035000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,3,960,0.035000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,3,960,0.035000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,3,960,0.035000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,3,960,0.035000,soft,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,3,960,0.035000,2.0000,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,3,960,0.035000,1.0000,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,10584633876018000958,3,960,0.035000,hard,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,3,960,0.035000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,3,960,0.035000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,3,960,0.035000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,3,960,0.035000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,3,960,0.035000,soft,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,3,960,0.035000,2.0000,shuffled-label,0.122500,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,3,960,0.035000,1.0000,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,3503703373795356757,3,960,0.035000,hard,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,3,960,0.035000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,3,960,0.035000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,3,960,0.035000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,3,960,0.035000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,3,960,0.035000,soft,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,3,960,0.035000,2.0000,shuffled-label,0.272500,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,3,960,0.035000,1.0000,shuffled-label,0.052500,32,true
baseline-dense-d1-8-s4,4,dense,6869996990457277544,3,960,0.035000,hard,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,3,960,0.035000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,3,960,0.035000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,3,960,0.035000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,3,960,0.035000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,3,960,0.035000,soft,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,3,960,0.035000,2.0000,shuffled-label,0.217500,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,3,960,0.035000,1.0000,shuffled-label,0.062500,32,true
baseline-dense-d1-8-s4,4,dense,18234682480328173695,3,960,0.035000,hard,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,3,960,0.035000,soft,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,3,960,0.035000,2.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,3,960,0.035000,1.0000,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,3,960,0.035000,hard,privileged-intermediate-target,1.000000,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,3,960,0.035000,soft,shuffled-label,0.000000,32,true
baseline-dense-d1-8-s4,4,dense,2001310518681822354,3,960,0.035000,2.0000,shuffled-label,0.185000,32,true
