variant,n_states,connectivity,seed,depth,budget,learning_rate,temperature,arm,accuracy,measured_nnz,test_weights_unchanged
width-s8-dense-d1-8,8,dense,8371261729603450923,4,48,0.035000,2.0000,privileged-intermediate-target,0.218750,128,true
width-s8-dense-d1-8,8,dense,8371261729603450923,4,48,0.035000,hard,privileged-intermediate-target,0.328125,128,true
width-s8-dense-d1-8,8,dense,8371261729603450923,4,48,0.035000,soft,shuffled-label,0.328125,128,true
width-s8-dense-d1-8,8,dense,8371261729603450923,4,48,0.035000,2.0000,shuffled-label,0.078125,128,true
width-s8-dense-d1-8,8,dense,8371261729603450923,4,48,0.035000,hard,shuffled-label,0.328125,128,true
width-s8-dense-d1-8,8,dense,15453320347936062484,5,48,0.035000,soft,privileged-intermediate-target,0.156250,128,true
width-s8-dense-d1-8,8,dense,15453320347936062484,5,48,0.035000,2.0000,privileged-intermediate-target,0.156250,128,true
width-s8-dense-d1-8,8,dense,15453320347936062484,5,48,0.035000,hard,privileged-intermediate-target,0.000000,128,true
width-s8-dense-d1-8,8,dense,15453320347936062484,5,48,0.035000,soft,shuffled-label,0.000000,128,true
width-s8-dense-d1-8,8,dense,15453320347936062484,5,48,0.035000,2.0000,shuffled-label,0.140625,128,true
width-s8-dense-d1-8,8,dense,15453320347936062484,5,48,0.035000,hard,shuffled-label,0.000000,128,true
width-s8-dense-d1-8,8,dense,8371261729603450923,5,48,0.035000,soft,privileged-intermediate-target,0.218750,128,true
width-s8-dense-d1-8,8,dense,8371261729603450923,5,48,0.035000,2.0000,privileged-intermediate-target,0.109375,128,true
width-s8-dense-d1-8,8,dense,8371261729603450923,5,48,0.035000,hard,privileged-intermediate-target,0.000000,128,true
width-s8-dense-d1-8,8,dense,8371261729603450923,5,48,0.035000,soft,shuffled-label,0.000000,128,true
width-s8-dense-d1-8,8,dense,8371261729603450923,5,48,0.035000,2.0000,shuffled-label,0.140625,128,true
width-s8-dense-d1-8,8,dense,8371261729603450923,5,48,0.035000,hard,shuffled-label,0.000000,128,true
width-s8-dense-d1-8,8,dense,15453320347936062484,6,48,0.035000,soft,privileged-intermediate-target,0.203125,128,true
width-s8-dense-d1-8,8,dense,15453320347936062484,6,48,0.035000,2.0000,privileged-intermediate-target,0.140625,128,true
width-s8-dense-d1-8,8,dense,15453320347936062484,6,48,0.035000,hard,privileged-intermediate-target,0.375000,128,true
width-s8-dense-d1-8,8,dense,15453320347936062484,6,48,0.035000,soft,shuffled-label,0.203125,128,true
width-s8-dense-d1-8,8,dense,15453320347936062484,6,48,0.035000,2.0000,shuffled-label,0.156250,128,true
width-s8-dense-d1-8,8,dense,15453320347936062484,6,48,0.035000,hard,shuffled-label,0.375000,128,true
width-s8-dense-d1-8,8,dense,8371261729603450923,6,48,0.035000,soft,privileged-intermediate-target,0.171875,128,true
width-s8-dense-d1-8,8,dense,8371261729603450923,6,48,0.035000,2.0000,privileged-intermediate-target,0.156250,128,true
width-s8-dense-d1-8,8,dense,8371261729603450923,6,48,0.035000,hard,privileged-intermediate-target,0.187500,128,true
width-s8-dense-d1-8,8,dense,8371261729603450923,6,48,0.035000,soft,shuffled-label,0.093750,128,true
width-s8-dense-d1-8,8,dense,8371261729603450923,6,48,0.035000,2.0000,shuffled-label,0.156250,128,true
width-s8-dense-d1-8,8,dense,8371261729603450923,6,48,0.035000,hard,shuffled-label,0.218750,128,true
width-s8-dense-d1-8,8,dense,15453320347936062484,7,48,0.035000,soft,privileged-intermediate-target,0.140625,128,true
width-s8-dense-d1-8,8,dense,15453320347936062484,7,48,0.035000,2.0000,privileged-intermediate-target,0.140625,128,true
width-s8-dense-d1-8,8,dense,15453320347936062484,7,48,0.035000,hard,privileged-intermediate-target,0.031250,128,true
width-s8-dense-d1-8,8,dense,15453320347936062484,7,48,0.035000,soft,shuffled-label,0.000000,128,true
width-s8-dense-d1-8,8,dense,15453320347936062484,7,48,0.035000,2.0000,shuffled-label,0.187500,128,true
width-s8-dense-d1-8,8,dense,15453320347936062484,7,48,0.035000,hard,shuffled-label,0.000000,128,true
width-s8-dense-d1-8,8,dense,8371261729603450923,7,48,0.035000,soft,privileged-intermediate-target,0.125000,128,true
width-s8-dense-d1-8,8,dense,8371261729603450923,7,48,0.035000,2.0000,privileged-intermediate-target,0.125000,128,true
width-s8-dense-d1-8,8,dense,8371261729603450923,7,48,0.035000,hard,privileged-intermediate-target,0.000000,128,true
width-s8-dense-d1-8,8,dense,8371261729603450923,7,48,0.035000,soft,shuffled-label,0.000000,128,true
width-s8-dense-d1-8,8,dense,8371261729603450923,7,48,0.035000,2.0000,shuffled-label,0.125000,128,true
width-s8-dense-d1-8,8,dense,8371261729603450923,7,48,0.035000,hard,shuffled-label,0.000000,128,true
width-s8-dense-d1-8,8,dense,15453320347936062484,8,48,0.035000,soft,privileged-intermediate-target,0.156250,128,true
width-s8-dense-d1-8,8,dense,15453320347936062484,8,48,0.035000,2.0000,privileged-intermediate-target,0.093750,128,true
width-s8-dense-d1-8,8,dense,15453320347936062484,8,48,0.035000,hard,privileged-intermediate-target,0.156250,128,true
width-s8-dense-d1-8,8,dense,15453320347936062484,8,48,0.035000,soft,shuffled-label,0.078125,128,true
width-s8-dense-d1-8,8,dense,15453320347936062484,8,48,0.035000,2.0000,shuffled-label,0.140625,128,true
width-s8-dense-d1-8,8,dense,15453320347936062484,8,48,0.035000,hard,shuffled-label,0.250000,128,true
width-s8-dense-d1-8,8,dense,8371261729603450923,8,48,0.035000,soft,privileged-intermediate-target,0.171875,128,true
width-s8-dense-d1-8,8,dense,8371261729603450923,8,48,0.035000,2.0000,privileged-intermediate-target,0.046875,128,true
width-s8-dense-d1-8,8,dense,8371261729603450923,8,48,0.035000,hard,privileged-intermediate-target,0.187500,128,true
width-s8-dense-d1-8,8,dense,8371261729603450923,8,48,0.035000,soft,shuffled-label,0.125000,128,true
width-s8-dense-d1-8,8,dense,8371261729603450923,8,48,0.035000,2.0000,shuffled-label,0.156250,128,true
width-s8-dense-d1-8,8,dense,8371261729603450923,8,48,0.035000,hard,shuffled-label,0.296875,128,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,1,48,0.035000,soft,direct-terminal,0.000000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,1,48,0.035000,2.0000,direct-terminal,0.000000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,1,48,0.035000,hard,direct-terminal,0.000000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,1,48,0.035000,soft,direct-terminal,0.000000,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,1,48,0.035000,2.0000,direct-terminal,0.000000,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,1,48,0.035000,hard,direct-terminal,0.000000,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,2,48,0.035000,soft,direct-terminal,0.546875,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,2,48,0.035000,2.0000,direct-terminal,0.546875,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,2,48,0.035000,hard,direct-terminal,0.546875,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,2,48,0.035000,soft,direct-terminal,0.562500,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,2,48,0.035000,2.0000,direct-terminal,0.562500,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,2,48,0.035000,hard,direct-terminal,0.562500,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,3,48,0.035000,soft,direct-terminal,0.000000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,3,48,0.035000,2.0000,direct-terminal,0.265625,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,3,48,0.035000,hard,direct-terminal,0.000000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,3,48,0.035000,soft,direct-terminal,0.015625,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,3,48,0.035000,2.0000,direct-terminal,0.250000,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,3,48,0.035000,hard,direct-terminal,0.000000,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,4,48,0.035000,soft,direct-terminal,0.531250,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,4,48,0.035000,2.0000,direct-terminal,0.250000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,4,48,0.035000,hard,direct-terminal,0.578125,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,4,48,0.035000,soft,direct-terminal,0.484375,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,4,48,0.035000,2.0000,direct-terminal,0.281250,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,4,48,0.035000,hard,direct-terminal,0.421875,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,5,48,0.035000,soft,direct-terminal,0.250000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,5,48,0.035000,2.0000,direct-terminal,0.281250,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,5,48,0.035000,hard,direct-terminal,0.000000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,5,48,0.035000,soft,direct-terminal,0.093750,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,5,48,0.035000,2.0000,direct-terminal,0.234375,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,5,48,0.035000,hard,direct-terminal,0.000000,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,6,48,0.035000,soft,direct-terminal,0.359375,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,6,48,0.035000,2.0000,direct-terminal,0.375000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,6,48,0.035000,hard,direct-terminal,0.390625,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,6,48,0.035000,soft,direct-terminal,0.578125,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,6,48,0.035000,2.0000,direct-terminal,0.187500,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,6,48,0.035000,hard,direct-terminal,0.593750,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,7,48,0.035000,soft,direct-terminal,0.156250,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,7,48,0.035000,2.0000,direct-terminal,0.296875,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,7,48,0.035000,hard,direct-terminal,0.000000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,7,48,0.035000,soft,direct-terminal,0.265625,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,7,48,0.035000,2.0000,direct-terminal,0.234375,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,7,48,0.035000,hard,direct-terminal,0.000000,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,8,48,0.035000,soft,direct-terminal,0.515625,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,8,48,0.035000,2.0000,direct-terminal,0.250000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,8,48,0.035000,hard,direct-terminal,0.546875,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,8,48,0.035000,soft,direct-terminal,0.421875,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,8,48,0.035000,2.0000,direct-terminal,0.171875,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,8,48,0.035000,hard,direct-terminal,0.468750,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,1,48,0.035000,soft,privileged-intermediate-target,0.000000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,1,48,0.035000,2.0000,privileged-intermediate-target,0.000000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,1,48,0.035000,hard,privileged-intermediate-target,0.000000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,1,48,0.035000,soft,shuffled-label,0.000000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,1,48,0.035000,2.0000,shuffled-label,0.000000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,1,48,0.035000,hard,shuffled-label,0.000000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,1,48,0.035000,soft,privileged-intermediate-target,0.000000,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,1,48,0.035000,2.0000,privileged-intermediate-target,0.000000,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,1,48,0.035000,hard,privileged-intermediate-target,0.000000,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,1,48,0.035000,soft,shuffled-label,0.000000,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,1,48,0.035000,2.0000,shuffled-label,0.000000,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,1,48,0.035000,hard,shuffled-label,0.000000,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,2,48,0.035000,soft,privileged-intermediate-target,0.546875,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,2,48,0.035000,2.0000,privileged-intermediate-target,0.484375,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,2,48,0.035000,hard,privileged-intermediate-target,0.546875,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,2,48,0.035000,soft,shuffled-label,0.546875,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,2,48,0.035000,2.0000,shuffled-label,0.531250,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,2,48,0.035000,hard,shuffled-label,0.546875,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,2,48,0.035000,soft,privileged-intermediate-target,0.562500,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,2,48,0.035000,2.0000,privileged-intermediate-target,0.562500,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,2,48,0.035000,hard,privileged-intermediate-target,0.562500,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,2,48,0.035000,soft,shuffled-label,0.562500,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,2,48,0.035000,2.0000,shuffled-label,0.562500,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,2,48,0.035000,hard,shuffled-label,0.562500,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,3,48,0.035000,soft,privileged-intermediate-target,0.093750,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,3,48,0.035000,2.0000,privileged-intermediate-target,0.125000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,3,48,0.035000,hard,privileged-intermediate-target,0.000000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,3,48,0.035000,soft,shuffled-label,0.000000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,3,48,0.035000,2.0000,shuffled-label,0.281250,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,3,48,0.035000,hard,shuffled-label,0.000000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,3,48,0.035000,soft,privileged-intermediate-target,0.078125,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,3,48,0.035000,2.0000,privileged-intermediate-target,0.296875,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,3,48,0.035000,hard,privileged-intermediate-target,0.000000,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,3,48,0.035000,soft,shuffled-label,0.000000,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,3,48,0.035000,2.0000,shuffled-label,0.187500,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,3,48,0.035000,hard,shuffled-label,0.000000,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,4,48,0.035000,soft,privileged-intermediate-target,0.390625,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,4,48,0.035000,2.0000,privileged-intermediate-target,0.281250,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,4,48,0.035000,hard,privileged-intermediate-target,0.500000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,4,48,0.035000,soft,shuffled-label,0.453125,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,4,48,0.035000,2.0000,shuffled-label,0.265625,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,4,48,0.035000,hard,shuffled-label,0.578125,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,4,48,0.035000,soft,privileged-intermediate-target,0.281250,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,4,48,0.035000,2.0000,privileged-intermediate-target,0.234375,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,4,48,0.035000,hard,privileged-intermediate-target,0.421875,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,4,48,0.035000,soft,shuffled-label,0.375000,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,4,48,0.035000,2.0000,shuffled-label,0.281250,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,4,48,0.035000,hard,shuffled-label,0.421875,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,5,48,0.035000,soft,privileged-intermediate-target,0.218750,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,5,48,0.035000,2.0000,privileged-intermediate-target,0.250000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,5,48,0.035000,hard,privileged-intermediate-target,0.203125,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,5,48,0.035000,soft,shuffled-label,0.000000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,5,48,0.035000,2.0000,shuffled-label,0.250000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,5,48,0.035000,hard,shuffled-label,0.000000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,5,48,0.035000,soft,privileged-intermediate-target,0.234375,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,5,48,0.035000,2.0000,privileged-intermediate-target,0.250000,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,5,48,0.035000,hard,privileged-intermediate-target,0.156250,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,5,48,0.035000,soft,shuffled-label,0.000000,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,5,48,0.035000,2.0000,shuffled-label,0.312500,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,5,48,0.035000,hard,shuffled-label,0.000000,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,6,48,0.035000,soft,privileged-intermediate-target,0.390625,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,6,48,0.035000,2.0000,privileged-intermediate-target,0.265625,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,6,48,0.035000,hard,privileged-intermediate-target,0.375000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,6,48,0.035000,soft,shuffled-label,0.390625,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,6,48,0.035000,2.0000,shuffled-label,0.203125,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,6,48,0.035000,hard,shuffled-label,0.390625,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,6,48,0.035000,soft,privileged-intermediate-target,0.375000,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,6,48,0.035000,2.0000,privileged-intermediate-target,0.265625,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,6,48,0.035000,hard,privileged-intermediate-target,0.484375,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,6,48,0.035000,soft,shuffled-label,0.406250,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,6,48,0.035000,2.0000,shuffled-label,0.265625,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,6,48,0.035000,hard,shuffled-label,0.593750,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,7,48,0.035000,soft,privileged-intermediate-target,0.203125,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,7,48,0.035000,2.0000,privileged-intermediate-target,0.265625,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,7,48,0.035000,hard,privileged-intermediate-target,0.218750,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,7,48,0.035000,soft,shuffled-label,0.000000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,7,48,0.035000,2.0000,shuffled-label,0.250000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,7,48,0.035000,hard,shuffled-label,0.000000,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,7,48,0.035000,soft,privileged-intermediate-target,0.140625,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,7,48,0.035000,2.0000,privileged-intermediate-target,0.281250,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,7,48,0.035000,hard,privileged-intermediate-target,0.187500,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,7,48,0.035000,soft,shuffled-label,0.000000,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,7,48,0.035000,2.0000,shuffled-label,0.281250,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,7,48,0.035000,hard,shuffled-label,0.000000,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,8,48,0.035000,soft,privileged-intermediate-target,0.234375,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,8,48,0.035000,2.0000,privileged-intermediate-target,0.171875,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,8,48,0.035000,hard,privileged-intermediate-target,0.218750,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,8,48,0.035000,soft,shuffled-label,0.140625,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,8,48,0.035000,2.0000,shuffled-label,0.171875,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,15453320347936062484,8,48,0.035000,hard,shuffled-label,0.546875,14,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,8,48,0.035000,soft,privileged-intermediate-target,0.281250,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,8,48,0.035000,2.0000,privileged-intermediate-target,0.265625,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,8,48,0.035000,hard,privileged-intermediate-target,0.234375,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,8,48,0.035000,soft,shuffled-label,0.234375,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,8,48,0.035000,2.0000,shuffled-label,0.218750,16,true
sparse-p0.50-d1-8-s4,4,sparse-bernoulli-0.50,8371261729603450923,8,48,0.035000,hard,shuffled-label,0.468750,16,true
shallow-dense-d1-3-s4,4,dense,15453320347936062484,1,48,0.035000,soft,direct-terminal,0.000000,32,true
shallow-dense-d1-3-s4,4,dense,15453320347936062484,1,48,0.035000,2.0000,direct-terminal,0.000000,32,true
shallow-dense-d1-3-s4,4,dense,15453320347936062484,1,48,0.035000,hard,direct-terminal,0.000000,32,true
shallow-dense-d1-3-s4,4,dense,8371261729603450923,1,48,0.035000,soft,direct-terminal,0.000000,32,true
shallow-dense-d1-3-s4,4,dense,8371261729603450923,1,48,0.035000,2.0000,direct-terminal,0.000000,32,true
shallow-dense-d1-3-s4,4,dense,8371261729603450923,1,48,0.035000,hard,direct-terminal,0.000000,32,true
shallow-dense-d1-3-s4,4,dense,15453320347936062484,2,48,0.035000,soft,direct-terminal,0.625000,32,true
shallow-dense-d1-3-s4,4,dense,15453320347936062484,2,48,0.035000,2.0000,direct-terminal,0.562500,32,true
shallow-dense-d1-3-s4,4,dense,15453320347936062484,2,48,0.035000,hard,direct-terminal,0.546875,32,true
shallow-dense-d1-3-s4,4,dense,8371261729603450923,2,48,0.035000,soft,direct-terminal,0.562500,32,true
shallow-dense-d1-3-s4,4,dense,8371261729603450923,2,48,0.035000,2.0000,direct-terminal,0.562500,32,true
shallow-dense-d1-3-s4,4,dense,8371261729603450923,2,48,0.035000,hard,direct-terminal,0.562500,32,true
