protocol,seed,depth,budget,learning_rate,arm,accuracy,test_weights_unchanged
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,d67529eb300e7c14,1,60,0.01500000,production-existing-post-synaptic,1.00000000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,d67529eb300e7c14,1,60,0.01500000,production-least-squares-post-synaptic,1.00000000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,d67529eb300e7c14,1,60,0.01500000,production-direct-terminal,1.00000000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,742ca320b1d0f82b,1,60,0.01500000,production-existing-post-synaptic,0.90625000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,742ca320b1d0f82b,1,60,0.01500000,production-least-squares-post-synaptic,0.90625000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,742ca320b1d0f82b,1,60,0.01500000,production-direct-terminal,1.00000000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,92e43d7e329b743e,1,60,0.01500000,production-existing-post-synaptic,0.60624999,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,92e43d7e329b743e,1,60,0.01500000,production-least-squares-post-synaptic,0.60624999,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,92e43d7e329b743e,1,60,0.01500000,production-direct-terminal,1.00000000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,d67529eb300e7c14,1,60,0.03500000,production-existing-post-synaptic,1.00000000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,d67529eb300e7c14,1,60,0.03500000,production-least-squares-post-synaptic,1.00000000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,d67529eb300e7c14,1,60,0.03500000,production-direct-terminal,1.00000000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,742ca320b1d0f82b,1,60,0.03500000,production-existing-post-synaptic,0.90625000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,742ca320b1d0f82b,1,60,0.03500000,production-least-squares-post-synaptic,1.00000000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,742ca320b1d0f82b,1,60,0.03500000,production-direct-terminal,1.00000000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,92e43d7e329b743e,1,60,0.03500000,production-existing-post-synaptic,1.00000000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,92e43d7e329b743e,1,60,0.03500000,production-least-squares-post-synaptic,1.00000000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,92e43d7e329b743e,1,60,0.03500000,production-direct-terminal,1.00000000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,d67529eb300e7c14,1,240,0.01500000,production-existing-post-synaptic,1.00000000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,d67529eb300e7c14,1,240,0.01500000,production-least-squares-post-synaptic,1.00000000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,d67529eb300e7c14,1,240,0.01500000,production-direct-terminal,1.00000000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,742ca320b1d0f82b,1,240,0.01500000,production-existing-post-synaptic,1.00000000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,742ca320b1d0f82b,1,240,0.01500000,production-least-squares-post-synaptic,1.00000000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,742ca320b1d0f82b,1,240,0.01500000,production-direct-terminal,1.00000000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,92e43d7e329b743e,1,240,0.01500000,production-existing-post-synaptic,1.00000000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,92e43d7e329b743e,1,240,0.01500000,production-least-squares-post-synaptic,1.00000000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,92e43d7e329b743e,1,240,0.01500000,production-direct-terminal,1.00000000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,d67529eb300e7c14,1,240,0.03500000,production-existing-post-synaptic,1.00000000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,d67529eb300e7c14,1,240,0.03500000,production-least-squares-post-synaptic,1.00000000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,d67529eb300e7c14,1,240,0.03500000,production-direct-terminal,1.00000000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,742ca320b1d0f82b,1,240,0.03500000,production-existing-post-synaptic,1.00000000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,742ca320b1d0f82b,1,240,0.03500000,production-least-squares-post-synaptic,1.00000000,true
binn-hybrid-production-diagnostic-v2-8cd6fea27aa912c2,742ca320b1d0f82b,1,240,0.03500000,production-direct-terminal,1.00000000,true
