protocol,seed,depth,budget,learning_rate,arm,accuracy,test_weights_unchanged
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,d67529eb300e7c14,1,60,0.01500000,production-existing-post-synaptic,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,d67529eb300e7c14,1,60,0.01500000,production-least-squares-post-synaptic,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,d67529eb300e7c14,1,60,0.01500000,production-direct-terminal,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,742ca320b1d0f82b,1,60,0.01500000,production-existing-post-synaptic,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,742ca320b1d0f82b,1,60,0.01500000,production-least-squares-post-synaptic,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,742ca320b1d0f82b,1,60,0.01500000,production-direct-terminal,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,92e43d7e329b743e,1,60,0.01500000,production-existing-post-synaptic,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,92e43d7e329b743e,1,60,0.01500000,production-least-squares-post-synaptic,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,92e43d7e329b743e,1,60,0.01500000,production-direct-terminal,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,d67529eb300e7c14,1,60,0.03500000,production-existing-post-synaptic,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,d67529eb300e7c14,1,60,0.03500000,production-least-squares-post-synaptic,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,d67529eb300e7c14,1,60,0.03500000,production-direct-terminal,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,742ca320b1d0f82b,1,60,0.03500000,production-existing-post-synaptic,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,742ca320b1d0f82b,1,60,0.03500000,production-least-squares-post-synaptic,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,742ca320b1d0f82b,1,60,0.03500000,production-direct-terminal,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,92e43d7e329b743e,1,60,0.03500000,production-existing-post-synaptic,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,92e43d7e329b743e,1,60,0.03500000,production-least-squares-post-synaptic,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,92e43d7e329b743e,1,60,0.03500000,production-direct-terminal,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,d67529eb300e7c14,1,240,0.01500000,production-existing-post-synaptic,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,d67529eb300e7c14,1,240,0.01500000,production-least-squares-post-synaptic,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,d67529eb300e7c14,1,240,0.01500000,production-direct-terminal,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,742ca320b1d0f82b,1,240,0.01500000,production-existing-post-synaptic,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,742ca320b1d0f82b,1,240,0.01500000,production-least-squares-post-synaptic,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,742ca320b1d0f82b,1,240,0.01500000,production-direct-terminal,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,92e43d7e329b743e,1,240,0.01500000,production-existing-post-synaptic,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,92e43d7e329b743e,1,240,0.01500000,production-least-squares-post-synaptic,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,92e43d7e329b743e,1,240,0.01500000,production-direct-terminal,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,d67529eb300e7c14,1,240,0.03500000,production-existing-post-synaptic,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,d67529eb300e7c14,1,240,0.03500000,production-least-squares-post-synaptic,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,d67529eb300e7c14,1,240,0.03500000,production-direct-terminal,1.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,742ca320b1d0f82b,1,240,0.03500000,production-existing-post-synaptic,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,742ca320b1d0f82b,1,240,0.03500000,production-least-squares-post-synaptic,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,742ca320b1d0f82b,1,240,0.03500000,production-direct-terminal,1.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,92e43d7e329b743e,1,240,0.03500000,production-existing-post-synaptic,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,92e43d7e329b743e,1,240,0.03500000,production-least-squares-post-synaptic,0.00000000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,92e43d7e329b743e,1,240,0.03500000,production-direct-terminal,0.90625000,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,d67529eb300e7c14,2,60,0.01500000,production-existing-post-synaptic,0.51875001,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,d67529eb300e7c14,2,60,0.01500000,production-least-squares-post-synaptic,0.51875001,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,d67529eb300e7c14,2,60,0.01500000,production-direct-terminal,0.51875001,true
binn-hybrid-production-diagnostic-v3-2998fa4d999aa39d,742ca320b1d0f82b,2,60,0.01500000,production-existing-post-synaptic,0.45625001,true
