protocol,seed,depth,gradient_norm,surrogate_direct_loss_drop,surrogate_rotated_loss_drop,event_direct_loss_drop,event_rotated_loss_drop,existing_cosine,oracle_cosine,existing_mse,oracle_mse,existing_sign_agreement,oracle_sign_agreement,eligibility_nonzero_fraction,target_energy_on_eligible_edges
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,d67529eb300e7c14,6,3.414866924,0.012400256,-0.002201315,0.002082323,-0.000344593,0.646175086,0.646175027,0.000000910,0.000000253,0.642333984,0.461181641,0.062011719,0.547809958
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,742ca320b1d0f82b,6,3.620692253,0.013837927,-0.002003327,0.002309519,-0.000353115,0.594529927,0.594529927,0.000000964,0.000000305,0.604980469,0.482421875,0.061767578,0.477556348
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,92e43d7e329b743e,6,3.633654833,0.014037520,-0.002148901,0.002346434,-0.000326899,0.598848641,0.598848641,0.000000975,0.000000311,0.597412109,0.482666016,0.062011719,0.494143695
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,309fb6b7b26df055,6,3.695211887,0.014464509,-0.002288131,0.002440766,-0.000387015,0.589202821,0.589202881,0.000000966,0.000000321,0.616210938,0.485839844,0.061035156,0.474646598
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,5f5730cd33306c68,6,3.638182163,0.014081466,-0.002093958,0.002309618,-0.000372402,0.584800243,0.584800243,0.000000981,0.000000315,0.633544922,0.476318359,0.061523438,0.490861773
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,fd0e8a0ab4fae87f,6,3.670202255,0.014202066,-0.001917045,0.002370207,-0.000313228,0.593093932,0.593093932,0.000000951,0.000000313,0.619628906,0.485839844,0.061279297,0.475708932
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,1bc60440344d6492,6,3.449026108,0.012655580,-0.002238740,0.002130842,-0.000396254,0.630426645,0.630426705,0.000000923,0.000000262,0.604003906,0.476074219,0.060791016,0.547561109
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,b9f99d99b517e0a9,6,3.703649759,0.014467696,-0.002135332,0.002397585,-0.000319230,0.574936688,0.574936688,0.000000966,0.000000324,0.626220703,0.491455078,0.060302734,0.469376087
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,c7b117d736da5cbc,6,3.777605534,0.015082243,-0.002181835,0.002581656,-0.000362095,0.564739883,0.564739943,0.000000993,0.000000347,0.605468750,0.482910156,0.061767578,0.450903982
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,6668916cb7acd8d3,6,3.666649580,0.014184667,-0.002313640,0.002463571,-0.000379205,0.568850935,0.568850935,0.000001005,0.000000323,0.610107422,0.482666016,0.061767578,0.469658732
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,84206aaa377754e6,6,3.756407261,0.014943982,-0.002385241,0.002461115,-0.000395656,0.594445527,0.594445527,0.000000908,0.000000328,0.596435547,0.491943359,0.060302734,0.472074270
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,22dbe4e3b839d0fd,6,3.673603773,0.014314464,-0.002161201,0.002444210,-0.000319975,0.576745033,0.576745033,0.000001007,0.000000324,0.588378906,0.484375000,0.061767578,0.476549715
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,40937e39398c4d10,6,3.616539955,0.013830071,-0.001995134,0.002354688,-0.000316295,0.595661640,0.595661581,0.000000976,0.000000305,0.621337891,0.467041016,0.062011719,0.490396976
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,ef4af876b956c927,6,3.654599905,0.014100240,-0.002054033,0.002333326,-0.000343541,0.568639874,0.568639874,0.000001010,0.000000321,0.638671875,0.477539062,0.061523438,0.474484801
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,0d02718c3a19453a,6,3.554330111,0.013400070,-0.001966746,0.002288266,-0.000329056,0.617024958,0.617024958,0.000000941,0.000000288,0.619140625,0.470214844,0.061767578,0.504281759
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,ab35cbc5bbe3c151,6,3.604525566,0.013757999,-0.002010207,0.002300371,-0.000350956,0.596109509,0.596109509,0.000000978,0.000000304,0.634521484,0.478759766,0.062011719,0.496480793
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,c9ed45033cb63d64,6,3.506295443,0.012995136,-0.002164859,0.002204733,-0.000346147,0.611653149,0.611653149,0.000000940,0.000000277,0.600830078,0.482666016,0.061279297,0.522925913
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,57a4df58bc78b97b,6,3.634292841,0.013999383,-0.001849652,0.002308948,-0.000284558,0.577061117,0.577061117,0.000001008,0.000000319,0.599853516,0.481689453,0.062500000,0.487200201
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,f65c58963dc3358e,6,3.566936970,0.013511879,-0.002193741,0.002231800,-0.000378855,0.599522352,0.599522293,0.000000972,0.000000296,0.615722656,0.467773438,0.062255859,0.508513272
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,1417d22fbe95b1a5,6,3.621156693,0.013891392,-0.002073923,0.002372513,-0.000350327,0.606528223,0.606528223,0.000000936,0.000000302,0.621337891,0.476806641,0.061035156,0.499649376
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,d67529eb300e7c14,7,5.242175102,0.027394403,-0.010147574,0.004018409,-0.001467403,0.435538113,0.435538143,0.000001685,0.000000700,0.616455078,0.503173828,0.062255859,0.235262096
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,742ca320b1d0f82b,7,5.292972565,0.028028712,-0.010734313,0.003937718,-0.001459463,0.440202355,0.440202355,0.000001621,0.000000711,0.599121094,0.505859375,0.061279297,0.234197482
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,92e43d7e329b743e,7,5.224451065,0.027257923,-0.010359016,0.003847229,-0.001468349,0.417930067,0.417930126,0.000001736,0.000000707,0.622314453,0.505615234,0.061767578,0.231831625
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,309fb6b7b26df055,7,5.239136696,0.027387239,-0.010198941,0.003933300,-0.001394296,0.434598237,0.434598237,0.000001653,0.000000698,0.633789062,0.502929688,0.061767578,0.234800532
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,5f5730cd33306c68,7,5.215749741,0.027128452,-0.010305148,0.003981197,-0.001433488,0.425496727,0.425496727,0.000001730,0.000000699,0.624023438,0.504394531,0.062011719,0.233944446
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,fd0e8a0ab4fae87f,7,5.172059536,0.026659749,-0.010181583,0.003892645,-0.001465825,0.431670159,0.431670159,0.000001691,0.000000682,0.622558594,0.501953125,0.062500000,0.233886749
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,1bc60440344d6492,7,5.209481239,0.027060634,-0.009924049,0.003880328,-0.001388723,0.423139304,0.423139304,0.000001702,0.000000699,0.623779297,0.502197266,0.062255859,0.233225286
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,b9f99d99b517e0a9,7,5.146262646,0.026389353,-0.010345615,0.003790027,-0.001524510,0.433439404,0.433439404,0.000001673,0.000000673,0.645996094,0.502441406,0.062255859,0.232216865
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,c7b117d736da5cbc,7,5.223384380,0.027218707,-0.010115826,0.004022795,-0.001482274,0.426391423,0.426391393,0.000001736,0.000000700,0.594726562,0.503906250,0.062011719,0.234619364
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,6668916cb7acd8d3,7,5.163587093,0.026569460,-0.009889612,0.003859443,-0.001415112,0.429365396,0.429365456,0.000001706,0.000000682,0.648681641,0.501220703,0.062255859,0.233493581
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,84206aaa377754e6,7,5.186059952,0.026819438,-0.010453299,0.003699054,-0.001369332,0.436312377,0.436312348,0.000001674,0.000000684,0.602294922,0.501708984,0.062255859,0.233346850
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,22dbe4e3b839d0fd,7,5.183477402,0.026783019,-0.010109969,0.003766104,-0.001419043,0.425100267,0.425100267,0.000001687,0.000000690,0.630371094,0.500488281,0.062255859,0.231865391
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,40937e39398c4d10,7,5.198106289,0.026910905,-0.010328347,0.003761588,-0.001418768,0.433724433,0.433724403,0.000001643,0.000000687,0.625000000,0.500000000,0.062500000,0.232633144
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,ef4af876b956c927,7,5.154897690,0.026472766,-0.010098041,0.003736318,-0.001393373,0.429637104,0.429637104,0.000001687,0.000000678,0.640136719,0.500488281,0.062255859,0.232492030
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,0d02718c3a19453a,7,5.115130424,0.026073959,-0.010279500,0.003745966,-0.001442931,0.431239992,0.431239963,0.000001733,0.000000668,0.613281250,0.502929688,0.062255859,0.234422773
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,ab35cbc5bbe3c151,7,5.235579967,0.027340673,-0.010326967,0.003928374,-0.001438549,0.421722293,0.421722293,0.000001677,0.000000709,0.645996094,0.501464844,0.062500000,0.233634919
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,c9ed45033cb63d64,7,5.207388878,0.027040750,-0.010513469,0.003940547,-0.001548390,0.427139282,0.427139282,0.000001647,0.000000695,0.591552734,0.504150391,0.062255859,0.232932270
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,57a4df58bc78b97b,7,5.246122360,0.027531628,-0.010149886,0.004015608,-0.001444877,0.438252360,0.438252360,0.000001656,0.000000700,0.568115234,0.505615234,0.061279297,0.234752968
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,f65c58963dc3358e,7,5.216536045,0.027100254,-0.010082780,0.003918408,-0.001423540,0.432290286,0.432290316,0.000001697,0.000000694,0.608886719,0.500976562,0.062500000,0.233490199
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,1417d22fbe95b1a5,7,5.142570496,0.026359502,-0.010299364,0.003762319,-0.001441265,0.431207150,0.431207180,0.000001735,0.000000675,0.647216797,0.501220703,0.062255859,0.232736394
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,d67529eb300e7c14,8,4.818508625,0.024314165,-0.003549620,0.003125981,-0.000465499,0.591452718,0.591452718,0.000002280,0.000000542,0.629882812,0.468750000,0.062500000,0.470768273
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,742ca320b1d0f82b,8,4.589476585,0.022152856,-0.003814782,0.002753097,-0.000476995,0.612222254,0.612222254,0.000002215,0.000000475,0.618164062,0.470703125,0.062011719,0.534072816
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,92e43d7e329b743e,8,4.803263187,0.024415165,-0.003787057,0.003149224,-0.000469532,0.596794426,0.596794426,0.000002375,0.000000548,0.627929688,0.469238281,0.062500000,0.483394146
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,309fb6b7b26df055,8,4.639090538,0.022692688,-0.003454424,0.002879577,-0.000446952,0.632537723,0.632537723,0.000002240,0.000000478,0.612304688,0.467285156,0.062500000,0.506676972
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,5f5730cd33306c68,8,4.603386402,0.022416655,-0.003813646,0.002851716,-0.000449720,0.629683733,0.629683733,0.000002282,0.000000474,0.643310547,0.465087891,0.062011719,0.525568426
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,fd0e8a0ab4fae87f,8,4.650979996,0.022797165,-0.003468496,0.002761057,-0.000430497,0.608684599,0.608684599,0.000002288,0.000000496,0.637207031,0.463378906,0.062500000,0.508152485
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,1bc60440344d6492,8,4.893004894,0.025118850,-0.003604691,0.003151821,-0.000431427,0.591532469,0.591532528,0.000002279,0.000000564,0.629638672,0.469482422,0.062500000,0.458910495
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,b9f99d99b517e0a9,8,4.768758774,0.023988094,-0.003745031,0.003078477,-0.000474269,0.591131926,0.591131926,0.000002315,0.000000539,0.640869141,0.467529297,0.062500000,0.481746286
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,c7b117d736da5cbc,8,4.716404915,0.023515323,-0.003711134,0.002972141,-0.000486399,0.602918863,0.602918863,0.000002320,0.000000521,0.630615234,0.464111328,0.062500000,0.499489129
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,6668916cb7acd8d3,8,4.758656979,0.023880888,-0.003923244,0.003018309,-0.000468555,0.612648308,0.612648308,0.000002224,0.000000518,0.660400391,0.461669922,0.062011719,0.488938272
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,84206aaa377754e6,8,4.725063801,0.023592044,-0.003322321,0.002863834,-0.000425535,0.614819944,0.614819944,0.000002199,0.000000512,0.625488281,0.459960938,0.062500000,0.507772386
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,22dbe4e3b839d0fd,8,4.575001240,0.022093771,-0.003584362,0.002865677,-0.000459498,0.617536366,0.617536306,0.000002224,0.000000472,0.598876953,0.478271484,0.062011719,0.534270644
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,40937e39398c4d10,8,4.872135162,0.024946027,-0.003672774,0.003107657,-0.000412120,0.598827481,0.598827362,0.000002224,0.000000555,0.619628906,0.470214844,0.062255859,0.464873612
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,ef4af876b956c927,8,4.832005501,0.024608251,-0.003832572,0.003093659,-0.000479457,0.589861870,0.589861810,0.000002330,0.000000552,0.611083984,0.482666016,0.062011719,0.482577682
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,0d02718c3a19453a,8,4.765315533,0.023923805,-0.003842417,0.003023742,-0.000465827,0.607991159,0.607991159,0.000002302,0.000000526,0.631835938,0.478027344,0.062255859,0.480896741
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,ab35cbc5bbe3c151,8,4.788150311,0.024132730,-0.003841341,0.003066476,-0.000478830,0.594140410,0.594140410,0.000002291,0.000000538,0.637939453,0.477783203,0.062255859,0.485455543
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,c9ed45033cb63d64,8,4.751868725,0.023852415,-0.003704835,0.003057153,-0.000463719,0.600995839,0.600995779,0.000002208,0.000000528,0.611328125,0.483398438,0.062500000,0.488240987
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,57a4df58bc78b97b,8,4.773140907,0.023967884,-0.003878297,0.003053947,-0.000484513,0.596640706,0.596640706,0.000002388,0.000000531,0.653808594,0.458496094,0.062500000,0.483390689
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,f65c58963dc3358e,8,4.738417149,0.023748510,-0.003645224,0.002862287,-0.000455189,0.617312193,0.617312253,0.000002219,0.000000514,0.626464844,0.468261719,0.062500000,0.502528906
binn-hybrid-production-diagnostic-v3-f72033fbf6906b99,1417d22fbe95b1a5,8,4.639924526,0.022675142,-0.003776869,0.002924646,-0.000481684,0.631397188,0.631397188,0.000002216,0.000000478,0.618896484,0.468017578,0.062255859,0.515906096
