seed,depth,budget,learning_rate,temperature,arm,accuracy,test_weights_unchanged
7379312348008863955,3,7680,0.035000,2.0000,direct-terminal,0.274000,true
7379312348008863955,3,7680,0.035000,1.0000,direct-terminal,0.458000,true
7379312348008863955,3,7680,0.035000,0.5000,direct-terminal,0.518000,true
7379312348008863955,3,7680,0.035000,0.2500,direct-terminal,0.583000,true
7379312348008863955,3,7680,0.035000,0.1000,direct-terminal,0.562000,true
7379312348008863955,3,7680,0.035000,hard,direct-terminal,0.450000,true
9520731371184805094,3,7680,0.035000,soft,direct-terminal,1.000000,true
9520731371184805094,3,7680,0.035000,2.0000,direct-terminal,0.278000,true
9520731371184805094,3,7680,0.035000,1.0000,direct-terminal,0.461000,true
9520731371184805094,3,7680,0.035000,0.5000,direct-terminal,0.528000,true
9520731371184805094,3,7680,0.035000,0.2500,direct-terminal,0.553000,true
9520731371184805094,3,7680,0.035000,0.1000,direct-terminal,0.620000,true
9520731371184805094,3,7680,0.035000,hard,direct-terminal,0.430000,true
2511848558889390333,3,7680,0.035000,soft,direct-terminal,1.000000,true
2511848558889390333,3,7680,0.035000,2.0000,direct-terminal,0.277000,true
2511848558889390333,3,7680,0.035000,1.0000,direct-terminal,0.495000,true
2511848558889390333,3,7680,0.035000,0.5000,direct-terminal,0.543000,true
2511848558889390333,3,7680,0.035000,0.2500,direct-terminal,0.522000,true
2511848558889390333,3,7680,0.035000,0.1000,direct-terminal,0.480000,true
2511848558889390333,3,7680,0.035000,hard,direct-terminal,0.386000,true
4653197178990775568,3,7680,0.035000,soft,direct-terminal,1.000000,true
4653197178990775568,3,7680,0.035000,2.0000,direct-terminal,0.290000,true
4653197178990775568,3,7680,0.035000,1.0000,direct-terminal,0.498000,true
4653197178990775568,3,7680,0.035000,0.5000,direct-terminal,0.516000,true
4653197178990775568,3,7680,0.035000,0.2500,direct-terminal,0.501000,true
4653197178990775568,3,7680,0.035000,0.1000,direct-terminal,0.535000,true
4653197178990775568,3,7680,0.035000,hard,direct-terminal,0.347000,true
17242871620025108775,3,7680,0.035000,soft,direct-terminal,1.000000,true
17242871620025108775,3,7680,0.035000,2.0000,direct-terminal,0.264000,true
17242871620025108775,3,7680,0.035000,1.0000,direct-terminal,0.463000,true
17242871620025108775,3,7680,0.035000,0.5000,direct-terminal,0.510000,true
17242871620025108775,3,7680,0.035000,0.2500,direct-terminal,0.569000,true
17242871620025108775,3,7680,0.035000,0.1000,direct-terminal,0.568000,true
17242871620025108775,3,7680,0.035000,hard,direct-terminal,0.420000,true
937440981967258938,3,7680,0.035000,soft,direct-terminal,1.000000,true
937440981967258938,3,7680,0.035000,2.0000,direct-terminal,0.281000,true
937440981967258938,3,7680,0.035000,1.0000,direct-terminal,0.493000,true
937440981967258938,3,7680,0.035000,0.5000,direct-terminal,0.510000,true
937440981967258938,3,7680,0.035000,0.2500,direct-terminal,0.467000,true
937440981967258938,3,7680,0.035000,0.1000,direct-terminal,0.483000,true
937440981967258938,3,7680,0.035000,hard,direct-terminal,0.351000,true
12336995258221445457,3,7680,0.035000,soft,direct-terminal,1.000000,true
12336995258221445457,3,7680,0.035000,2.0000,direct-terminal,0.281000,true
12336995258221445457,3,7680,0.035000,1.0000,direct-terminal,0.469000,true
12336995258221445457,3,7680,0.035000,0.5000,direct-terminal,0.538000,true
12336995258221445457,3,7680,0.035000,0.2500,direct-terminal,0.574000,true
12336995258221445457,3,7680,0.035000,0.1000,direct-terminal,0.552000,true
12336995258221445457,3,7680,0.035000,hard,direct-terminal,0.446000,true
14550357526309911908,3,7680,0.035000,soft,direct-terminal,1.000000,true
14550357526309911908,3,7680,0.035000,2.0000,direct-terminal,0.290000,true
14550357526309911908,3,7680,0.035000,1.0000,direct-terminal,0.517000,true
14550357526309911908,3,7680,0.035000,0.5000,direct-terminal,0.479000,true
14550357526309911908,3,7680,0.035000,0.2500,direct-terminal,0.438000,true
14550357526309911908,3,7680,0.035000,0.1000,direct-terminal,0.510000,true
14550357526309911908,3,7680,0.035000,hard,direct-terminal,0.385000,true
6315413713023973755,3,7680,0.035000,soft,direct-terminal,1.000000,true
6315413713023973755,3,7680,0.035000,2.0000,direct-terminal,0.263000,true
6315413713023973755,3,7680,0.035000,1.0000,direct-terminal,0.512000,true
6315413713023973755,3,7680,0.035000,0.5000,direct-terminal,0.504000,true
6315413713023973755,3,7680,0.035000,0.2500,direct-terminal,0.516000,true
6315413713023973755,3,7680,0.035000,0.1000,direct-terminal,0.531000,true
6315413713023973755,3,7680,0.035000,hard,direct-terminal,0.410000,true
17752165541379257742,3,7680,0.035000,soft,direct-terminal,1.000000,true
17752165541379257742,3,7680,0.035000,2.0000,direct-terminal,0.288000,true
17752165541379257742,3,7680,0.035000,1.0000,direct-terminal,0.507000,true
17752165541379257742,3,7680,0.035000,0.5000,direct-terminal,0.513000,true
17752165541379257742,3,7680,0.035000,0.2500,direct-terminal,0.550000,true
17752165541379257742,3,7680,0.035000,0.1000,direct-terminal,0.632000,true
17752165541379257742,3,7680,0.035000,hard,direct-terminal,0.421000,true
1447861344392032677,3,7680,0.035000,soft,direct-terminal,1.000000,true
1447861344392032677,3,7680,0.035000,2.0000,direct-terminal,0.270000,true
1447861344392032677,3,7680,0.035000,1.0000,direct-terminal,0.451000,true
1447861344392032677,3,7680,0.035000,0.5000,direct-terminal,0.439000,true
1447861344392032677,3,7680,0.035000,0.2500,direct-terminal,0.463000,true
1447861344392032677,3,7680,0.035000,0.1000,direct-terminal,0.506000,true
1447861344392032677,3,7680,0.035000,hard,direct-terminal,0.335000,true
15453308257587330068,3,7680,0.070000,soft,direct-terminal,1.000000,true
15453308257587330068,3,7680,0.070000,2.0000,direct-terminal,0.294000,true
15453308257587330068,3,7680,0.070000,1.0000,direct-terminal,0.494000,true
15453308257587330068,3,7680,0.070000,0.5000,direct-terminal,0.490000,true
15453308257587330068,3,7680,0.070000,0.2500,direct-terminal,0.487000,true
15453308257587330068,3,7680,0.070000,0.1000,direct-terminal,0.417000,true
15453308257587330068,3,7680,0.070000,hard,direct-terminal,0.325000,true
8371249665055979563,3,7680,0.070000,soft,direct-terminal,1.000000,true
8371249665055979563,3,7680,0.070000,2.0000,direct-terminal,0.331000,true
8371249665055979563,3,7680,0.070000,1.0000,direct-terminal,0.459000,true
8371249665055979563,3,7680,0.070000,0.5000,direct-terminal,0.419000,true
8371249665055979563,3,7680,0.070000,0.2500,direct-terminal,0.512000,true
8371249665055979563,3,7680,0.070000,0.1000,direct-terminal,0.476000,true
8371249665055979563,3,7680,0.070000,hard,direct-terminal,0.380000,true
10584648148176565310,3,7680,0.070000,soft,direct-terminal,1.000000,true
10584648148176565310,3,7680,0.070000,2.0000,direct-terminal,0.291000,true
10584648148176565310,3,7680,0.070000,1.0000,direct-terminal,0.486000,true
10584648148176565310,3,7680,0.070000,0.5000,direct-terminal,0.467000,true
10584648148176565310,3,7680,0.070000,0.2500,direct-terminal,0.458000,true
10584648148176565310,3,7680,0.070000,0.1000,direct-terminal,0.430000,true
10584648148176565310,3,7680,0.070000,hard,direct-terminal,0.366000,true
3503715438342828117,3,7680,0.070000,soft,direct-terminal,1.000000,true
3503715438342828117,3,7680,0.070000,2.0000,direct-terminal,0.287000,true
3503715438342828117,3,7680,0.070000,1.0000,direct-terminal,0.445000,true
3503715438342828117,3,7680,0.070000,0.5000,direct-terminal,0.423000,true
3503715438342828117,3,7680,0.070000,0.2500,direct-terminal,0.429000,true
3503715438342828117,3,7680,0.070000,0.1000,direct-terminal,0.400000,true
3503715438342828117,3,7680,0.070000,hard,direct-terminal,0.343000,true
6870017868308966504,3,7680,0.070000,soft,direct-terminal,1.000000,true
6870017868308966504,3,7680,0.070000,2.0000,direct-terminal,0.317000,true
6870017868308966504,3,7680,0.070000,1.0000,direct-terminal,0.478000,true
6870017868308966504,3,7680,0.070000,0.5000,direct-terminal,0.444000,true
6870017868308966504,3,7680,0.070000,0.2500,direct-terminal,0.545000,true
6870017868308966504,3,7680,0.070000,0.1000,direct-terminal,0.514000,true
6870017868308966504,3,7680,0.070000,hard,direct-terminal,0.432000,true
18234668199544023167,3,7680,0.070000,soft,direct-terminal,1.000000,true
18234668199544023167,3,7680,0.070000,2.0000,direct-terminal,0.334000,true
18234668199544023167,3,7680,0.070000,1.0000,direct-terminal,0.479000,true
18234668199544023167,3,7680,0.070000,0.5000,direct-terminal,0.451000,true
18234668199544023167,3,7680,0.070000,0.2500,direct-terminal,0.535000,true
18234668199544023167,3,7680,0.070000,0.1000,direct-terminal,0.501000,true
18234668199544023167,3,7680,0.070000,hard,direct-terminal,0.396000,true
2001287458986747026,3,7680,0.070000,soft,direct-terminal,1.000000,true
2001287458986747026,3,7680,0.070000,2.0000,direct-terminal,0.306000,true
2001287458986747026,3,7680,0.070000,1.0000,direct-terminal,0.486000,true
2001287458986747026,3,7680,0.070000,0.5000,direct-terminal,0.472000,true
2001287458986747026,3,7680,0.070000,0.2500,direct-terminal,0.447000,true
2001287458986747026,3,7680,0.070000,0.1000,direct-terminal,0.442000,true
2001287458986747026,3,7680,0.070000,hard,direct-terminal,0.330000,true
13400911004452511913,3,7680,0.070000,soft,direct-terminal,1.000000,true
13400911004452511913,3,7680,0.070000,2.0000,direct-terminal,0.319000,true
13400911004452511913,3,7680,0.070000,1.0000,direct-terminal,0.449000,true
13400911004452511913,3,7680,0.070000,0.5000,direct-terminal,0.454000,true
13400911004452511913,3,7680,0.070000,0.2500,direct-terminal,0.511000,true
13400911004452511913,3,7680,0.070000,0.1000,direct-terminal,0.511000,true
13400911004452511913,3,7680,0.070000,hard,direct-terminal,0.418000,true
14389304000666033340,3,7680,0.070000,soft,direct-terminal,1.000000,true
14389304000666033340,3,7680,0.070000,2.0000,direct-terminal,0.343000,true
14389304000666033340,3,7680,0.070000,1.0000,direct-terminal,0.499000,true
14389304000666033340,3,7680,0.070000,0.5000,direct-terminal,0.417000,true
14389304000666033340,3,7680,0.070000,0.2500,direct-terminal,0.535000,true
14389304000666033340,3,7680,0.070000,0.1000,direct-terminal,0.475000,true
14389304000666033340,3,7680,0.070000,hard,direct-terminal,0.449000,true
7379312348008863955,3,7680,0.070000,soft,direct-terminal,1.000000,true
7379312348008863955,3,7680,0.070000,2.0000,direct-terminal,0.305000,true
7379312348008863955,3,7680,0.070000,1.0000,direct-terminal,0.458000,true
7379312348008863955,3,7680,0.070000,0.5000,direct-terminal,0.466000,true
7379312348008863955,3,7680,0.070000,0.2500,direct-terminal,0.499000,true
7379312348008863955,3,7680,0.070000,0.1000,direct-terminal,0.499000,true
7379312348008863955,3,7680,0.070000,hard,direct-terminal,0.420000,true
9520731371184805094,3,7680,0.070000,soft,direct-terminal,1.000000,true
9520731371184805094,3,7680,0.070000,2.0000,direct-terminal,0.312000,true
9520731371184805094,3,7680,0.070000,1.0000,direct-terminal,0.461000,true
9520731371184805094,3,7680,0.070000,0.5000,direct-terminal,0.465000,true
9520731371184805094,3,7680,0.070000,0.2500,direct-terminal,0.413000,true
9520731371184805094,3,7680,0.070000,0.1000,direct-terminal,0.438000,true
9520731371184805094,3,7680,0.070000,hard,direct-terminal,0.337000,true
2511848558889390333,3,7680,0.070000,soft,direct-terminal,1.000000,true
2511848558889390333,3,7680,0.070000,2.0000,direct-terminal,0.315000,true
2511848558889390333,3,7680,0.070000,1.0000,direct-terminal,0.467000,true
2511848558889390333,3,7680,0.070000,0.5000,direct-terminal,0.462000,true
2511848558889390333,3,7680,0.070000,0.2500,direct-terminal,0.442000,true
2511848558889390333,3,7680,0.070000,0.1000,direct-terminal,0.442000,true
2511848558889390333,3,7680,0.070000,hard,direct-terminal,0.345000,true
4653197178990775568,3,7680,0.070000,soft,direct-terminal,1.000000,true
4653197178990775568,3,7680,0.070000,2.0000,direct-terminal,0.324000,true
4653197178990775568,3,7680,0.070000,1.0000,direct-terminal,0.498000,true
4653197178990775568,3,7680,0.070000,0.5000,direct-terminal,0.516000,true
4653197178990775568,3,7680,0.070000,0.2500,direct-terminal,0.505000,true
4653197178990775568,3,7680,0.070000,0.1000,direct-terminal,0.377000,true
4653197178990775568,3,7680,0.070000,hard,direct-terminal,0.347000,true
17242871620025108775,3,7680,0.070000,soft,direct-terminal,1.000000,true
17242871620025108775,3,7680,0.070000,2.0000,direct-terminal,0.294000,true
17242871620025108775,3,7680,0.070000,1.0000,direct-terminal,0.463000,true
17242871620025108775,3,7680,0.070000,0.5000,direct-terminal,0.429000,true
17242871620025108775,3,7680,0.070000,0.2500,direct-terminal,0.425000,true
17242871620025108775,3,7680,0.070000,0.1000,direct-terminal,0.425000,true
17242871620025108775,3,7680,0.070000,hard,direct-terminal,0.345000,true
937440981967258938,3,7680,0.070000,soft,direct-terminal,1.000000,true
937440981967258938,3,7680,0.070000,2.0000,direct-terminal,0.321000,true
937440981967258938,3,7680,0.070000,1.0000,direct-terminal,0.469000,true
937440981967258938,3,7680,0.070000,0.5000,direct-terminal,0.430000,true
937440981967258938,3,7680,0.070000,0.2500,direct-terminal,0.433000,true
937440981967258938,3,7680,0.070000,0.1000,direct-terminal,0.433000,true
937440981967258938,3,7680,0.070000,hard,direct-terminal,0.334000,true
12336995258221445457,3,7680,0.070000,soft,direct-terminal,1.000000,true
12336995258221445457,3,7680,0.070000,2.0000,direct-terminal,0.308000,true
12336995258221445457,3,7680,0.070000,1.0000,direct-terminal,0.462000,true
12336995258221445457,3,7680,0.070000,0.5000,direct-terminal,0.449000,true
12336995258221445457,3,7680,0.070000,0.2500,direct-terminal,0.553000,true
12336995258221445457,3,7680,0.070000,0.1000,direct-terminal,0.524000,true
12336995258221445457,3,7680,0.070000,hard,direct-terminal,0.421000,true
14550357526309911908,3,7680,0.070000,soft,direct-terminal,1.000000,true
14550357526309911908,3,7680,0.070000,2.0000,direct-terminal,0.290000,true
14550357526309911908,3,7680,0.070000,1.0000,direct-terminal,0.546000,true
14550357526309911908,3,7680,0.070000,0.5000,direct-terminal,0.509000,true
14550357526309911908,3,7680,0.070000,0.2500,direct-terminal,0.509000,true
14550357526309911908,3,7680,0.070000,0.1000,direct-terminal,0.477000,true
14550357526309911908,3,7680,0.070000,hard,direct-terminal,0.365000,true
6315413713023973755,3,7680,0.070000,soft,direct-terminal,1.000000,true
6315413713023973755,3,7680,0.070000,2.0000,direct-terminal,0.301000,true
6315413713023973755,3,7680,0.070000,1.0000,direct-terminal,0.505000,true
6315413713023973755,3,7680,0.070000,0.5000,direct-terminal,0.530000,true
6315413713023973755,3,7680,0.070000,0.2500,direct-terminal,0.540000,true
6315413713023973755,3,7680,0.070000,0.1000,direct-terminal,0.436000,true
6315413713023973755,3,7680,0.070000,hard,direct-terminal,0.380000,true
17752165541379257742,3,7680,0.070000,soft,direct-terminal,1.000000,true
17752165541379257742,3,7680,0.070000,2.0000,direct-terminal,0.315000,true
17752165541379257742,3,7680,0.070000,1.0000,direct-terminal,0.476000,true
17752165541379257742,3,7680,0.070000,0.5000,direct-terminal,0.476000,true
17752165541379257742,3,7680,0.070000,0.2500,direct-terminal,0.553000,true
17752165541379257742,3,7680,0.070000,0.1000,direct-terminal,0.556000,true
17752165541379257742,3,7680,0.070000,hard,direct-terminal,0.421000,true
1447861344392032677,3,7680,0.070000,soft,direct-terminal,1.000000,true
1447861344392032677,3,7680,0.070000,2.0000,direct-terminal,0.270000,true
1447861344392032677,3,7680,0.070000,1.0000,direct-terminal,0.417000,true
1447861344392032677,3,7680,0.070000,0.5000,direct-terminal,0.445000,true
1447861344392032677,3,7680,0.070000,0.2500,direct-terminal,0.454000,true
1447861344392032677,3,7680,0.070000,0.1000,direct-terminal,0.432000,true
1447861344392032677,3,7680,0.070000,hard,direct-terminal,0.400000,true
15453308257587330068,4,480,0.015000,soft,direct-terminal,0.330000,true
15453308257587330068,4,480,0.015000,2.0000,direct-terminal,0.258000,true
15453308257587330068,4,480,0.015000,1.0000,direct-terminal,0.258000,true
15453308257587330068,4,480,0.015000,0.5000,direct-terminal,0.285000,true
15453308257587330068,4,480,0.015000,0.2500,direct-terminal,0.298000,true
15453308257587330068,4,480,0.015000,0.1000,direct-terminal,0.298000,true
15453308257587330068,4,480,0.015000,hard,direct-terminal,0.298000,true
8371249665055979563,4,480,0.015000,soft,direct-terminal,0.373000,true
8371249665055979563,4,480,0.015000,2.0000,direct-terminal,0.250000,true
8371249665055979563,4,480,0.015000,1.0000,direct-terminal,0.272000,true
8371249665055979563,4,480,0.015000,0.5000,direct-terminal,0.369000,true
8371249665055979563,4,480,0.015000,0.2500,direct-terminal,0.274000,true
8371249665055979563,4,480,0.015000,0.1000,direct-terminal,0.264000,true
8371249665055979563,4,480,0.015000,hard,direct-terminal,0.264000,true
10584648148176565310,4,480,0.015000,soft,direct-terminal,0.363000,true
10584648148176565310,4,480,0.015000,2.0000,direct-terminal,0.262000,true
10584648148176565310,4,480,0.015000,1.0000,direct-terminal,0.262000,true
10584648148176565310,4,480,0.015000,0.5000,direct-terminal,0.345000,true
10584648148176565310,4,480,0.015000,0.2500,direct-terminal,0.279000,true
10584648148176565310,4,480,0.015000,0.1000,direct-terminal,0.279000,true
10584648148176565310,4,480,0.015000,hard,direct-terminal,0.279000,true
3503715438342828117,4,480,0.015000,soft,direct-terminal,0.340000,true
3503715438342828117,4,480,0.015000,2.0000,direct-terminal,0.255000,true
3503715438342828117,4,480,0.015000,1.0000,direct-terminal,0.320000,true
3503715438342828117,4,480,0.015000,0.5000,direct-terminal,0.339000,true
3503715438342828117,4,480,0.015000,0.2500,direct-terminal,0.280000,true
3503715438342828117,4,480,0.015000,0.1000,direct-terminal,0.265000,true
3503715438342828117,4,480,0.015000,hard,direct-terminal,0.265000,true
6870017868308966504,4,480,0.015000,soft,direct-terminal,0.512000,true
6870017868308966504,4,480,0.015000,2.0000,direct-terminal,0.225000,true
6870017868308966504,4,480,0.015000,1.0000,direct-terminal,0.226000,true
6870017868308966504,4,480,0.015000,0.5000,direct-terminal,0.364000,true
6870017868308966504,4,480,0.015000,0.2500,direct-terminal,0.265000,true
6870017868308966504,4,480,0.015000,0.1000,direct-terminal,0.269000,true
6870017868308966504,4,480,0.015000,hard,direct-terminal,0.269000,true
18234668199544023167,4,480,0.015000,soft,direct-terminal,0.467000,true
18234668199544023167,4,480,0.015000,2.0000,direct-terminal,0.270000,true
18234668199544023167,4,480,0.015000,1.0000,direct-terminal,0.270000,true
18234668199544023167,4,480,0.015000,0.5000,direct-terminal,0.272000,true
18234668199544023167,4,480,0.015000,0.2500,direct-terminal,0.276000,true
18234668199544023167,4,480,0.015000,0.1000,direct-terminal,0.291000,true
18234668199544023167,4,480,0.015000,hard,direct-terminal,0.291000,true
2001287458986747026,4,480,0.015000,soft,direct-terminal,0.344000,true
2001287458986747026,4,480,0.015000,2.0000,direct-terminal,0.277000,true
2001287458986747026,4,480,0.015000,1.0000,direct-terminal,0.322000,true
2001287458986747026,4,480,0.015000,0.5000,direct-terminal,0.338000,true
2001287458986747026,4,480,0.015000,0.2500,direct-terminal,0.263000,true
2001287458986747026,4,480,0.015000,0.1000,direct-terminal,0.281000,true
2001287458986747026,4,480,0.015000,hard,direct-terminal,0.281000,true
13400911004452511913,4,480,0.015000,soft,direct-terminal,0.292000,true
13400911004452511913,4,480,0.015000,2.0000,direct-terminal,0.250000,true
13400911004452511913,4,480,0.015000,1.0000,direct-terminal,0.250000,true
13400911004452511913,4,480,0.015000,0.5000,direct-terminal,0.333000,true
13400911004452511913,4,480,0.015000,0.2500,direct-terminal,0.345000,true
13400911004452511913,4,480,0.015000,0.1000,direct-terminal,0.265000,true
13400911004452511913,4,480,0.015000,hard,direct-terminal,0.265000,true
14389304000666033340,4,480,0.015000,soft,direct-terminal,0.393000,true
14389304000666033340,4,480,0.015000,2.0000,direct-terminal,0.243000,true
14389304000666033340,4,480,0.015000,1.0000,direct-terminal,0.243000,true
14389304000666033340,4,480,0.015000,0.5000,direct-terminal,0.298000,true
14389304000666033340,4,480,0.015000,0.2500,direct-terminal,0.279000,true
14389304000666033340,4,480,0.015000,0.1000,direct-terminal,0.279000,true
14389304000666033340,4,480,0.015000,hard,direct-terminal,0.279000,true
7379312348008863955,4,480,0.015000,soft,direct-terminal,0.321000,true
7379312348008863955,4,480,0.015000,2.0000,direct-terminal,0.268000,true
7379312348008863955,4,480,0.015000,1.0000,direct-terminal,0.298000,true
7379312348008863955,4,480,0.015000,0.5000,direct-terminal,0.296000,true
7379312348008863955,4,480,0.015000,0.2500,direct-terminal,0.289000,true
7379312348008863955,4,480,0.015000,0.1000,direct-terminal,0.289000,true
7379312348008863955,4,480,0.015000,hard,direct-terminal,0.289000,true
9520731371184805094,4,480,0.015000,soft,direct-terminal,0.382000,true
9520731371184805094,4,480,0.015000,2.0000,direct-terminal,0.250000,true
9520731371184805094,4,480,0.015000,1.0000,direct-terminal,0.250000,true
9520731371184805094,4,480,0.015000,0.5000,direct-terminal,0.256000,true
9520731371184805094,4,480,0.015000,0.2500,direct-terminal,0.263000,true
9520731371184805094,4,480,0.015000,0.1000,direct-terminal,0.296000,true
9520731371184805094,4,480,0.015000,hard,direct-terminal,0.296000,true
2511848558889390333,4,480,0.015000,soft,direct-terminal,0.437000,true
2511848558889390333,4,480,0.015000,2.0000,direct-terminal,0.254000,true
2511848558889390333,4,480,0.015000,1.0000,direct-terminal,0.254000,true
2511848558889390333,4,480,0.015000,0.5000,direct-terminal,0.341000,true
2511848558889390333,4,480,0.015000,0.2500,direct-terminal,0.270000,true
2511848558889390333,4,480,0.015000,0.1000,direct-terminal,0.270000,true
2511848558889390333,4,480,0.015000,hard,direct-terminal,0.270000,true
4653197178990775568,4,480,0.015000,soft,direct-terminal,0.385000,true
4653197178990775568,4,480,0.015000,2.0000,direct-terminal,0.264000,true
4653197178990775568,4,480,0.015000,1.0000,direct-terminal,0.281000,true
4653197178990775568,4,480,0.015000,0.5000,direct-terminal,0.356000,true
4653197178990775568,4,480,0.015000,0.2500,direct-terminal,0.285000,true
4653197178990775568,4,480,0.015000,0.1000,direct-terminal,0.286000,true
4653197178990775568,4,480,0.015000,hard,direct-terminal,0.286000,true
17242871620025108775,4,480,0.015000,soft,direct-terminal,0.347000,true
17242871620025108775,4,480,0.015000,2.0000,direct-terminal,0.243000,true
17242871620025108775,4,480,0.015000,1.0000,direct-terminal,0.265000,true
17242871620025108775,4,480,0.015000,0.5000,direct-terminal,0.293000,true
17242871620025108775,4,480,0.015000,0.2500,direct-terminal,0.278000,true
17242871620025108775,4,480,0.015000,0.1000,direct-terminal,0.278000,true
17242871620025108775,4,480,0.015000,hard,direct-terminal,0.278000,true
937440981967258938,4,480,0.015000,soft,direct-terminal,0.351000,true
937440981967258938,4,480,0.015000,2.0000,direct-terminal,0.267000,true
937440981967258938,4,480,0.015000,1.0000,direct-terminal,0.313000,true
937440981967258938,4,480,0.015000,0.5000,direct-terminal,0.311000,true
937440981967258938,4,480,0.015000,0.2500,direct-terminal,0.288000,true
937440981967258938,4,480,0.015000,0.1000,direct-terminal,0.293000,true
937440981967258938,4,480,0.015000,hard,direct-terminal,0.293000,true
12336995258221445457,4,480,0.015000,soft,direct-terminal,0.374000,true
12336995258221445457,4,480,0.015000,2.0000,direct-terminal,0.240000,true
12336995258221445457,4,480,0.015000,1.0000,direct-terminal,0.303000,true
12336995258221445457,4,480,0.015000,0.5000,direct-terminal,0.363000,true
12336995258221445457,4,480,0.015000,0.2500,direct-terminal,0.221000,true
12336995258221445457,4,480,0.015000,0.1000,direct-terminal,0.270000,true
12336995258221445457,4,480,0.015000,hard,direct-terminal,0.270000,true
14550357526309911908,4,480,0.015000,soft,direct-terminal,0.331000,true
14550357526309911908,4,480,0.015000,2.0000,direct-terminal,0.245000,true
14550357526309911908,4,480,0.015000,1.0000,direct-terminal,0.245000,true
14550357526309911908,4,480,0.015000,0.5000,direct-terminal,0.327000,true
14550357526309911908,4,480,0.015000,0.2500,direct-terminal,0.236000,true
14550357526309911908,4,480,0.015000,0.1000,direct-terminal,0.277000,true
14550357526309911908,4,480,0.015000,hard,direct-terminal,0.277000,true
6315413713023973755,4,480,0.015000,soft,direct-terminal,0.368000,true
6315413713023973755,4,480,0.015000,2.0000,direct-terminal,0.251000,true
6315413713023973755,4,480,0.015000,1.0000,direct-terminal,0.251000,true
6315413713023973755,4,480,0.015000,0.5000,direct-terminal,0.302000,true
6315413713023973755,4,480,0.015000,0.2500,direct-terminal,0.241000,true
6315413713023973755,4,480,0.015000,0.1000,direct-terminal,0.241000,true
6315413713023973755,4,480,0.015000,hard,direct-terminal,0.241000,true
17752165541379257742,4,480,0.015000,soft,direct-terminal,0.351000,true
17752165541379257742,4,480,0.015000,2.0000,direct-terminal,0.258000,true
17752165541379257742,4,480,0.015000,1.0000,direct-terminal,0.292000,true
17752165541379257742,4,480,0.015000,0.5000,direct-terminal,0.312000,true
17752165541379257742,4,480,0.015000,0.2500,direct-terminal,0.254000,true
17752165541379257742,4,480,0.015000,0.1000,direct-terminal,0.254000,true
17752165541379257742,4,480,0.015000,hard,direct-terminal,0.254000,true
1447861344392032677,4,480,0.015000,soft,direct-terminal,0.390000,true
1447861344392032677,4,480,0.015000,2.0000,direct-terminal,0.268000,true
1447861344392032677,4,480,0.015000,1.0000,direct-terminal,0.290000,true
1447861344392032677,4,480,0.015000,0.5000,direct-terminal,0.341000,true
1447861344392032677,4,480,0.015000,0.2500,direct-terminal,0.242000,true
1447861344392032677,4,480,0.015000,0.1000,direct-terminal,0.303000,true
1447861344392032677,4,480,0.015000,hard,direct-terminal,0.303000,true
15453308257587330068,4,480,0.035000,soft,direct-terminal,0.497000,true
15453308257587330068,4,480,0.035000,2.0000,direct-terminal,0.258000,true
15453308257587330068,4,480,0.035000,1.0000,direct-terminal,0.258000,true
15453308257587330068,4,480,0.035000,0.5000,direct-terminal,0.294000,true
15453308257587330068,4,480,0.035000,0.2500,direct-terminal,0.216000,true
15453308257587330068,4,480,0.035000,0.1000,direct-terminal,0.247000,true
15453308257587330068,4,480,0.035000,hard,direct-terminal,0.247000,true
8371249665055979563,4,480,0.035000,soft,direct-terminal,0.544000,true
8371249665055979563,4,480,0.035000,2.0000,direct-terminal,0.250000,true
8371249665055979563,4,480,0.035000,1.0000,direct-terminal,0.290000,true
8371249665055979563,4,480,0.035000,0.5000,direct-terminal,0.341000,true
8371249665055979563,4,480,0.035000,0.2500,direct-terminal,0.381000,true
8371249665055979563,4,480,0.035000,0.1000,direct-terminal,0.303000,true
8371249665055979563,4,480,0.035000,hard,direct-terminal,0.300000,true
10584648148176565310,4,480,0.035000,soft,direct-terminal,0.561000,true
10584648148176565310,4,480,0.035000,2.0000,direct-terminal,0.252000,true
10584648148176565310,4,480,0.035000,1.0000,direct-terminal,0.288000,true
10584648148176565310,4,480,0.035000,0.5000,direct-terminal,0.272000,true
10584648148176565310,4,480,0.035000,0.2500,direct-terminal,0.245000,true
10584648148176565310,4,480,0.035000,0.1000,direct-terminal,0.268000,true
10584648148176565310,4,480,0.035000,hard,direct-terminal,0.242000,true
3503715438342828117,4,480,0.035000,soft,direct-terminal,0.502000,true
3503715438342828117,4,480,0.035000,2.0000,direct-terminal,0.240000,true
3503715438342828117,4,480,0.035000,1.0000,direct-terminal,0.240000,true
3503715438342828117,4,480,0.035000,0.5000,direct-terminal,0.353000,true
3503715438342828117,4,480,0.035000,0.2500,direct-terminal,0.263000,true
3503715438342828117,4,480,0.035000,0.1000,direct-terminal,0.263000,true
3503715438342828117,4,480,0.035000,hard,direct-terminal,0.265000,true
6870017868308966504,4,480,0.035000,soft,direct-terminal,0.532000,true
6870017868308966504,4,480,0.035000,2.0000,direct-terminal,0.272000,true
6870017868308966504,4,480,0.035000,1.0000,direct-terminal,0.346000,true
6870017868308966504,4,480,0.035000,0.5000,direct-terminal,0.331000,true
