seed,depth,temperature,gradient_norm,soft_direct_loss_drop,soft_rotated_loss_drop,tempered_direct_loss_drop,tempered_rotated_loss_drop
2511848558889390333,1,0.1000,0.984292,0.000969,-0.000292,0.000001,-0.000000
2511848558889390333,1,hard,0.984292,0.000969,-0.000292,0.000000,0.000000
4653197178990775568,1,soft,0.984127,0.000968,-0.000303,0.000968,-0.000303
4653197178990775568,1,2.0000,0.984127,0.000968,-0.000303,0.000098,-0.000028
4653197178990775568,1,1.0000,0.984127,0.000968,-0.000303,0.000182,-0.000062
4653197178990775568,1,0.5000,0.984127,0.000968,-0.000303,0.000260,-0.000114
4653197178990775568,1,0.2500,0.984127,0.000968,-0.000303,0.000123,-0.000063
4653197178990775568,1,0.1000,0.984127,0.000968,-0.000303,0.000001,-0.000000
4653197178990775568,1,hard,0.984127,0.000968,-0.000303,0.000000,0.000000
17242871620025108775,1,soft,0.983755,0.000968,-0.000265,0.000968,-0.000265
17242871620025108775,1,2.0000,0.983755,0.000968,-0.000265,0.000098,-0.000025
17242871620025108775,1,1.0000,0.983755,0.000968,-0.000265,0.000182,-0.000055
17242871620025108775,1,0.5000,0.983755,0.000968,-0.000265,0.000261,-0.000102
17242871620025108775,1,0.2500,0.983755,0.000968,-0.000265,0.000124,-0.000057
17242871620025108775,1,0.1000,0.983755,0.000968,-0.000265,0.000001,-0.000000
17242871620025108775,1,hard,0.983755,0.000968,-0.000265,0.000000,0.000000
937440981967258938,1,soft,0.983525,0.000967,-0.000243,0.000967,-0.000243
937440981967258938,1,2.0000,0.983525,0.000967,-0.000243,0.000099,-0.000022
937440981967258938,1,1.0000,0.983525,0.000967,-0.000243,0.000182,-0.000051
937440981967258938,1,0.5000,0.983525,0.000967,-0.000243,0.000262,-0.000097
937440981967258938,1,0.2500,0.983525,0.000967,-0.000243,0.000124,-0.000055
937440981967258938,1,0.1000,0.983525,0.000967,-0.000243,0.000001,-0.000000
937440981967258938,1,hard,0.983525,0.000967,-0.000243,0.000000,0.000000
12336995258221445457,1,soft,0.984173,0.000969,-0.000288,0.000969,-0.000288
12336995258221445457,1,2.0000,0.984173,0.000969,-0.000288,0.000099,-0.000026
12336995258221445457,1,1.0000,0.984173,0.000969,-0.000288,0.000182,-0.000061
12336995258221445457,1,0.5000,0.984173,0.000969,-0.000288,0.000261,-0.000115
12336995258221445457,1,0.2500,0.984173,0.000969,-0.000288,0.000123,-0.000063
12336995258221445457,1,0.1000,0.984173,0.000969,-0.000288,0.000001,-0.000000
12336995258221445457,1,hard,0.984173,0.000969,-0.000288,0.000000,0.000000
14550357526309911908,1,soft,0.984158,0.000968,-0.000311,0.000968,-0.000311
14550357526309911908,1,2.0000,0.984158,0.000968,-0.000311,0.000099,-0.000029
14550357526309911908,1,1.0000,0.984158,0.000968,-0.000311,0.000182,-0.000065
14550357526309911908,1,0.5000,0.984158,0.000968,-0.000311,0.000260,-0.000122
14550357526309911908,1,0.2500,0.984158,0.000968,-0.000311,0.000123,-0.000068
14550357526309911908,1,0.1000,0.984158,0.000968,-0.000311,0.000001,-0.000001
14550357526309911908,1,hard,0.984158,0.000968,-0.000311,0.000000,0.000000
6315413713023973755,1,soft,0.984442,0.000969,-0.000314,0.000969,-0.000314
6315413713023973755,1,2.0000,0.984442,0.000969,-0.000314,0.000098,-0.000029
6315413713023973755,1,1.0000,0.984442,0.000969,-0.000314,0.000182,-0.000065
6315413713023973755,1,0.5000,0.984442,0.000969,-0.000314,0.000260,-0.000121
6315413713023973755,1,0.2500,0.984442,0.000969,-0.000314,0.000122,-0.000068
6315413713023973755,1,0.1000,0.984442,0.000969,-0.000314,0.000001,-0.000001
6315413713023973755,1,hard,0.984442,0.000969,-0.000314,0.000000,0.000000
17752165541379257742,1,soft,0.983564,0.000967,-0.000298,0.000967,-0.000298
17752165541379257742,1,2.0000,0.983564,0.000967,-0.000298,0.000099,-0.000027
17752165541379257742,1,1.0000,0.983564,0.000967,-0.000298,0.000182,-0.000063
17752165541379257742,1,0.5000,0.983564,0.000967,-0.000298,0.000262,-0.000123
17752165541379257742,1,0.2500,0.983564,0.000967,-0.000298,0.000124,-0.000070
17752165541379257742,1,0.1000,0.983564,0.000967,-0.000298,0.000001,-0.000001
17752165541379257742,1,hard,0.983564,0.000967,-0.000298,0.000000,0.000000
1447861344392032677,1,soft,0.983447,0.000967,-0.000270,0.000967,-0.000270
1447861344392032677,1,2.0000,0.983447,0.000967,-0.000270,0.000098,-0.000025
1447861344392032677,1,1.0000,0.983447,0.000967,-0.000270,0.000182,-0.000057
1447861344392032677,1,0.5000,0.983447,0.000967,-0.000270,0.000261,-0.000108
1447861344392032677,1,0.2500,0.983447,0.000967,-0.000270,0.000125,-0.000062
1447861344392032677,1,0.1000,0.983447,0.000967,-0.000270,0.000001,-0.000000
1447861344392032677,1,hard,0.983447,0.000967,-0.000270,0.000000,0.000000
15453308257587330068,2,soft,1.598158,0.002709,-0.000515,0.002709,-0.000515
